feature_name,feature_family,source,latest_available_date,overall_missing_rate,recent_symbol_coverage,recent_20d_avg_symbol_coverage,available_trading_days,date_coverage_rate,is_pit_safe,known_at,history_start,is_allowed_for_base_model,is_allowed_for_recent_model,is_allowed_for_prediction_only,rejection_reason
volume,raw_aux,feature_panel,2026-04-24,0.0,299,299.75,800,1.0,True,post_close_T,,True,True,False,allowed
ma_5,technical,feature_panel,2026-04-24,0.006311484376972339,299,299.75,795,0.99375,True,post_close_T,,True,True,False,allowed
ma_10,technical,feature_panel,2026-04-24,0.012622968753944678,299,299.75,790,0.9875,True,post_close_T,,True,True,False,allowed
ma_20,technical,feature_panel,2026-04-24,0.025245937507889355,299,299.75,780,0.975,True,post_close_T,,True,True,False,allowed
ma_60,technical,feature_panel,2026-04-24,0.07573781252366807,299,299.75,740,0.925,True,post_close_T,,True,True,False,allowed
macd_dif,technical,feature_panel,2026-04-24,0.04418039063880637,299,299.75,765,0.95625,True,post_close_T,,True,True,False,allowed
macd_dea,technical,feature_panel,2026-04-24,0.04418039063880637,299,299.75,765,0.95625,True,post_close_T,,True,True,False,allowed
macd_hist,technical,feature_panel,2026-04-24,0.04418039063880637,299,299.75,765,0.95625,True,post_close_T,,True,True,False,allowed
kdj_k,technical,feature_panel,2026-04-24,0.01136067187855021,299,299.75,791,0.98875,True,post_close_T,,True,True,False,allowed
kdj_d,technical,feature_panel,2026-04-24,0.01136067187855021,299,299.75,791,0.98875,True,post_close_T,,True,True,False,allowed
kdj_j,technical,feature_panel,2026-04-24,0.01136067187855021,299,299.75,791,0.98875,True,post_close_T,,True,True,False,allowed
rsi_6,technical,feature_panel,2026-04-24,0.007573781252366807,299,299.75,794,0.9925,True,post_close_T,,True,True,False,allowed
rsi_12,technical,feature_panel,2026-04-24,0.015147562504733614,299,299.75,788,0.985,True,post_close_T,,True,True,False,allowed
rsi_24,technical,feature_panel,2026-04-24,0.030295125009467228,299,299.75,776,0.97,True,post_close_T,,True,True,False,allowed
boll_upper,technical,feature_panel,2026-04-24,0.025245937507889355,299,299.75,780,0.975,True,post_close_T,,True,True,False,allowed
boll_mid,technical,feature_panel,2026-04-24,0.025245937507889355,299,299.75,780,0.975,True,post_close_T,,True,True,False,allowed
atr_14,technical,feature_panel,2026-04-24,0.01767215625552255,299,299.75,786,0.9825,True,post_close_T,,True,True,False,allowed
adx_14,technical,feature_panel,2026-04-24,0.0353443125110451,299,299.75,772,0.965,True,post_close_T,,True,True,False,allowed
obv,technical,feature_panel,2026-04-24,0.03155742188486169,299,299.75,775,0.96875,True,post_close_T,,True,True,False,allowed
