feature_name,feature_family,source,latest_available_date,overall_missing_rate,recent_symbol_coverage,recent_20d_avg_symbol_coverage,available_trading_days,date_coverage_rate,is_pit_safe,known_at,history_start,is_allowed_for_base_model,is_allowed_for_recent_model,is_allowed_for_prediction_only,rejection_reason
volume,raw_aux,feature_panel,2026-05-07,0.0,300,299.5,806,1.0,True,post_close_T,,True,True,False,allowed
ma_5,technical,feature_panel,2026-05-07,0.006264172690712737,300,299.5,801,0.9937965260545906,True,post_close_T,,True,True,False,allowed
ma_10,technical,feature_panel,2026-05-07,0.012528345381425474,300,299.5,796,0.9875930521091811,True,post_close_T,,True,True,False,allowed
ma_20,technical,feature_panel,2026-05-07,0.02505669076285095,300,299.5,786,0.9751861042183623,True,post_close_T,,True,True,False,allowed
ma_60,technical,feature_panel,2026-05-07,0.07517007228855285,300,299.5,746,0.9255583126550868,True,post_close_T,,True,True,False,allowed
macd_dif,technical,feature_panel,2026-05-07,0.04384920883498916,300,299.5,771,0.956575682382134,True,post_close_T,,True,True,False,allowed
macd_dea,technical,feature_panel,2026-05-07,0.04384920883498916,300,299.5,771,0.956575682382134,True,post_close_T,,True,True,False,allowed
macd_hist,technical,feature_panel,2026-05-07,0.04384920883498916,300,299.5,771,0.956575682382134,True,post_close_T,,True,True,False,allowed
kdj_k,technical,feature_panel,2026-05-07,0.011275510843282927,300,299.5,797,0.988833746898263,True,post_close_T,,True,True,False,allowed
kdj_d,technical,feature_panel,2026-05-07,0.011275510843282927,300,299.5,797,0.988833746898263,True,post_close_T,,True,True,False,allowed
kdj_j,technical,feature_panel,2026-05-07,0.011275510843282927,300,299.5,797,0.988833746898263,True,post_close_T,,True,True,False,allowed
rsi_6,technical,feature_panel,2026-05-07,0.0075170072288552854,300,299.5,800,0.9925558312655087,True,post_close_T,,True,True,False,allowed
rsi_12,technical,feature_panel,2026-05-07,0.015034014457710571,300,299.5,794,0.9851116625310173,True,post_close_T,,True,True,False,allowed
rsi_24,technical,feature_panel,2026-05-07,0.030068028915421142,300,299.5,782,0.9702233250620348,True,post_close_T,,True,True,False,allowed
boll_upper,technical,feature_panel,2026-05-07,0.02505669076285095,300,299.5,786,0.9751861042183623,True,post_close_T,,True,True,False,allowed
boll_mid,technical,feature_panel,2026-05-07,0.02505669076285095,300,299.5,786,0.9751861042183623,True,post_close_T,,True,True,False,allowed
atr_14,technical,feature_panel,2026-05-07,0.017539683533995664,300,299.5,792,0.9826302729528535,True,post_close_T,,True,True,False,allowed
adx_14,technical,feature_panel,2026-05-07,0.03507936706799133,300,299.5,778,0.9652605459057072,True,post_close_T,,True,True,False,allowed
obv,technical,feature_panel,2026-05-07,0.03132086345356369,300,299.5,781,0.9689826302729528,True,post_close_T,,True,True,False,allowed
cci_14,technical,feature_panel,2026-05-07,0.017539683533995664,300,299.5,792,0.9826302729528535,True,post_close_T,,True,True,False,allowed
roc_10,technical,feature_panel,2026-05-07,0.012528345381425474,300,299.5,796,0.9875930521091811,True,post_close_T,,True,True,False,allowed
willr_14,technical,feature_panel,2026-05-07,0.017539683533995664,300,299.5,792,0.9826302729528535,True,post_close_T,,True,True,False,allowed
stoch_k,technical,feature_panel,2026-05-07,0.018792518072138213,300,299.5,791,0.9813895781637717,True,post_close_T,,True,True,False,allowed
stoch_d,technical,feature_panel,2026-05-07,0.021298187148423308,300,299.5,789,0.9789081885856079,True,post_close_T,,True,True,False,allowed
reversal_3d,technical,feature_panel,2026-05-07,0.0037585036144276427,300,299.5,803,0.9962779156327544,True,post_close_T,,True,True,False,allowed
fund_revenue,fundamental,silver/fundamentals,2026-05-07,0.9837047987738926,27,26.5,543,0.673697270471464,True,announce_date,,False,False,True,base-missing>30%; base-recent-coverage-low; recent-20d-coverage-low
fund_net_profit,fundamental,silver/fundamentals,2026-05-07,0.9837047987738926,27,26.5,543,0.673697270471464,True,announce_date,,False,False,True,base-missing>30%; base-recent-coverage-low; recent-20d-coverage-low
fund_eps,fundamental,silver/fundamentals,2026-05-07,0.983921956760504,26,25.5,543,0.673697270471464,True,announce_date,,False,False,True,base-missing>30%; base-recent-coverage-low; recent-20d-coverage-low
fund_roe,fundamental,silver/fundamentals,2026-05-07,0.983921956760504,26,25.5,543,0.673697270471464,True,announce_date,,False,False,True,base-missing>30%; base-recent-coverage-low; recent-20d-coverage-low
fund_lag_days,fundamental,silver/fundamentals,2026-05-07,0.9837047987738926,27,26.5,543,0.673697270471464,True,announce_date,,False,False,True,base-missing>30%; base-recent-coverage-low; recent-20d-coverage-low
cs_rank_close,cross_sectional,feature_panel,2026-05-07,0.0,300,299.5,806,1.0,True,post_close_T,,True,True,False,allowed
cs_rank_volume,cross_sectional,feature_panel,2026-05-07,0.0,300,299.5,806,1.0,True,post_close_T,,True,True,False,allowed
cs_rank_rsi_6,cross_sectional,feature_panel,2026-05-07,0.0075170072288552854,300,299.5,800,0.9925558312655087,True,post_close_T,,True,True,False,allowed
cs_rank_roc_10,cross_sectional,feature_panel,2026-05-07,0.012528345381425474,300,299.5,796,0.9875930521091811,True,post_close_T,,True,True,False,allowed
cs_rank_ma_5,cross_sectional,feature_panel,2026-05-07,0.006264172690712737,300,299.5,801,0.9937965260545906,True,post_close_T,,True,True,False,allowed
cs_zscore_close,cross_sectional,feature_panel,2026-05-07,0.0,300,299.5,806,1.0,True,post_close_T,,True,True,False,allowed
cs_zscore_volume,cross_sectional,feature_panel,2026-05-07,0.0,300,299.5,806,1.0,True,post_close_T,,True,True,False,allowed
cs_zscore_rsi_6,cross_sectional,feature_panel,2026-05-07,0.0075170072288552854,300,299.5,800,0.9925558312655087,True,post_close_T,,True,True,False,allowed
pe_ttm,raw_aux,feature_panel,2026-05-07,0.0,300,299.5,806,1.0,True,post_close_T,,True,True,False,allowed
pb,raw_aux,feature_panel,2026-05-07,0.0,300,299.5,806,1.0,True,post_close_T,,True,True,False,allowed
turnover_pct,raw_aux,feature_panel,2026-05-07,0.0,300,299.5,806,1.0,True,post_close_T,,True,True,False,allowed
cs_log_float_mcap,valuation,silver/valuation,2026-05-07,0.0,300,299.5,806,1.0,True,post_close_T,,True,True,False,allowed
cs_pe_ttm_rank,valuation,silver/valuation,2026-05-07,0.06749854879999331,281,278.75,806,1.0,True,post_close_T,,True,True,False,allowed
