symbol,date,trade_date,base_score,base_rank,base_pct,recent_score,recent_rank,recent_pct,risk_flags,event_flags,short_boost,gate_tier,gate_reason,final_rank,arm_rank,arm_score,ret_fwd_3d,ret_fwd_3d_cs,ret_fwd_5d,ret_fwd_5d_cs
002463,2026-06-10,2026-06-10,0.01801633792666092,13,0.96,0.003948296113363797,33,0.8933333333333333,,,-0.06666666666666665,A_MAIN,"base strong, recent confirms",11,11,-11.0,0.10818690410527143,0.08093762633689094,0.16539279804585938,0.14240805691158617
300408,2026-06-10,2026-06-10,0.017449584212372117,14,0.9566666666666667,0.006089236680791984,19,0.94,,,-0.01666666666666672,A_MAIN,"base strong, recent confirms",12,12,-12.0,0.14122920306920927,0.11397992530082879,0.19949859454531627,0.17651385341104306
603799,2026-06-10,2026-06-10,0.0169540770336437,15,0.9533333333333334,0.01071774617519574,5,0.9866666666666667,,,0.033333333333333326,A_MAIN,"base strong, recent confirms",13,13,-13.0,0.11508520934146849,0.087835931573088,0.09614980012623597,0.07316505899196277
688223,2026-06-10,2026-06-10,0.0167770411088559,16,0.95,0.0038631383064849844,35,0.8866666666666667,,,-0.06333333333333324,A_MAIN,"base strong, recent confirms",14,14,-14.0,0.03929273084479368,0.012043453076413187,0.0,-0.022984741134273203
600875,2026-06-10,2026-06-10,0.016345485106529528,17,0.9466666666666667,0.007774107416758286,12,0.9633333333333334,,,0.01666666666666672,A_MAIN,"base strong, recent confirms",15,15,-15.0,0.05357748389284511,0.026328206124464622,0.10410308579179395,0.08111834465752074
688082,2026-06-10,2026-06-10,0.014157937107480555,18,0.9433333333333334,0.016557880009835716,2,0.9966666666666667,,,0.053333333333333344,A_MAIN,"base strong, recent confirms",16,16,-16.0,0.059859154929577496,0.03260987716119701,0.33362676056338025,0.3106420194291071
600026,2026-06-10,2026-06-10,0.013592654938094506,19,0.94,0.005002016995428422,23,0.9266666666666666,,,-0.013333333333333308,A_MAIN,"base strong, recent confirms",17,17,-17.0,0.07507507507507505,0.04782579730669456,0.15915915915915924,0.13617441802488603
002837,2026-06-10,2026-06-10,0.013171774321289943,21,0.9333333333333333,0.0034283243964635113,37,0.88,,,-0.053333333333333344,A_MAIN,"base strong, recent confirms",18,18,-18.0,0.09011021745606196,0.06286093968768147,0.10768543342269887,0.08470069228842567
301308,2026-06-10,2026-06-10,0.01278383121433267,22,0.93,0.004084420548873095,32,0.8966666666666666,,,-0.03333333333333344,A_MAIN,"base strong, recent confirms",19,19,-19.0,0.049397824397824586,0.022148546629444096,0.12235819735819731,0.0993734562239241
688506,2026-06-10,2026-06-10,0.012254696817563792,24,0.9233333333333333,0.0019619993040638707,50,0.8366666666666667,,,-0.08666666666666667,A_MAIN,"base strong, recent confirms",20,20,-20.0,0.07660957963183446,0.04936030186345397,0.05059987178313041,0.02761513064885721
600118,2026-06-10,2026-06-10,0.011802968078495365,25,0.92,0.0022819221166351772,46,0.85,,,-0.07000000000000006,A_MAIN,"base strong, recent confirms",21,21,-21.0,-0.03549916698705624,-0.06274844475543673,-0.01935153146225821,-0.042336272596531416
603986,2026-06-10,2026-06-10,0.011755203053008418,26,0.9166666666666666,0.001167961540536658,64,0.79,,,-0.1266666666666666,A_MAIN,"base strong, recent confirms",22,22,-22.0,0.1018821096173732,0.07463283184899272,0.3009307135470527,0.2779459724127795
300442,2026-06-10,2026-06-10,0.01158577522318177,27,0.9133333333333333,0.009471516218278919,8,0.9766666666666667,,,0.06333333333333335,A_MAIN,"base strong, recent confirms",23,23,-23.0,0.07227776276681985,0.045028484998439366,0.15077006214536626,0.12778532101109305
600893,2026-06-10,2026-06-10,0.011578811150255944,28,0.91,0.004760544180278142,26,0.9166666666666666,,,0.006666666666666599,A_MAIN,"base strong, recent confirms",24,24,-24.0,0.03404032469232798,0.006791046923947493,0.021733438072794042,-0.0012513030614791608
600346,2026-06-10,2026-06-10,0.011237861560815724,29,0.9066666666666666,0.0042343878452878346,30,0.9033333333333333,,,-0.0033333333333332993,A_MAIN,"base strong, recent confirms",25,25,-25.0,0.09085328422344996,0.06360400645506947,0.049723756906077554,0.02673901577180435
000617,2026-06-10,2026-06-10,0.010921967873665306,30,0.9033333333333333,0.000887258859805568,68,0.7766666666666666,,,-0.1266666666666667,A_MAIN,"base strong, recent confirms",26,26,-26.0,0.03370786516853941,0.006458587400158918,0.0070224719101124045,-0.0159622692241608
600176,2026-06-10,2026-06-10,0.010757482305353078,32,0.8966666666666666,0.0014661611052093318,60,0.8033333333333333,,,-0.09333333333333327,A_MAIN,"base strong, recent confirms",27,27,-27.0,0.20866812758704656,0.18141884981866607,0.30265400535670794,0.27966926422243477
601012,2026-06-10,2026-06-10,0.010643858059801654,34,0.89,0.003873401926755648,34,0.89,,,0.0,A_MAIN,"base strong, recent confirms",28,28,-28.0,-0.024926686217008776,-0.05217596398538926,-0.058651026392961936,-0.08163576752723514
600426,2026-06-10,2026-06-10,0.010636576356595678,35,0.8866666666666667,0.0034280529793842807,38,0.8766666666666667,,,-0.010000000000000009,A_MAIN,"base strong, recent confirms",29,29,-29.0,0.011610486891385774,-0.015638790876994716,-0.04456928838951302,-0.06755402952378622
601872,2026-06-10,2026-06-10,0.01055217276400015,36,0.8833333333333333,0.002490452541165175,44,0.8566666666666667,,,-0.026666666666666616,A_MAIN,"base strong, recent confirms",30,30,-30.0,0.13592233009708732,0.10867305232870683,0.18862690707350915,0.16564216593923595
