arm,symbol,date,trade_date,base_score,base_rank,base_pct,recent_score,recent_rank,recent_pct,risk_flags,event_flags,short_boost,gate_tier,gate_reason,final_rank,arm_rank,arm_score,ret_fwd_3d,ret_fwd_3d_cs,ret_fwd_5d,ret_fwd_5d_cs
gate_first,600219,2026-04-08,2026-04-08,0.04187475287052908,1,1.0,0.001724785622111021,100,0.67,,,-0.32999999999999996,A_MAIN,"base strong, recent confirms",1,1,-1.0,0.009740259740259605,-0.013328769448540456,0.011363636363636465,-0.014375674938201521
gate_first,688047,2026-04-08,2026-04-08,0.03457503685163069,3,0.9933333333333333,0.0033342442010529352,56,0.8166666666666667,,,-0.17666666666666664,A_MAIN,"base strong, recent confirms",2,2,-2.0,0.07207615593834982,0.049007126749549754,0.0696585071018434,0.04391919580000542
gate_first,002236,2026-04-08,2026-04-08,0.027473076960456068,4,0.99,0.0034826897817459195,53,0.8266666666666667,,,-0.16333333333333333,A_MAIN,"base strong, recent confirms",3,3,-3.0,0.05739644970414215,0.034327420515342086,0.11124260355029603,0.08550329224845804
gate_first,001280,2026-04-08,2026-04-08,0.027164483590349658,5,0.9866666666666667,0.004321550681608813,46,0.85,,,-0.13666666666666671,A_MAIN,"base strong, recent confirms",4,4,-4.0,0.00073891625615774,-0.02233011293264232,0.024261083743842393,-0.0014782275579955928
gate_first,300628,2026-04-08,2026-04-08,0.02659350662715477,6,0.9833333333333333,0.0030050626889711572,66,0.7833333333333333,,,-0.19999999999999996,A_MAIN,"base strong, recent confirms",5,5,-5.0,0.04668674698795172,0.02361771779915166,0.03734939759036138,0.011610086288523391
gate_first,002837,2026-04-08,2026-04-08,0.022922359408234113,8,0.9766666666666667,0.002620032824092046,71,0.7666666666666667,,,-0.20999999999999996,A_MAIN,"base strong, recent confirms",6,6,-6.0,0.17951588078914238,0.15644685160034233,0.14061844130404366,0.11487913000220568
gate_first,300251,2026-04-08,2026-04-08,0.022697465709958228,9,0.9733333333333334,0.008790790347327382,15,0.9533333333333334,,,-0.020000000000000018,A_MAIN,"base strong, recent confirms",7,7,-7.0,0.05897114178168117,0.035902112592881105,0.0018820577164366803,-0.023857253585401306
gate_first,300413,2026-04-08,2026-04-08,0.022059954071492718,10,0.97,0.005969827310439947,27,0.9133333333333333,,,-0.05666666666666664,A_MAIN,"base strong, recent confirms",8,8,-8.0,0.01290014333492584,-0.01016888585387422,0.011466794075489783,-0.014272517226348203
gate_first,600118,2026-04-08,2026-04-08,0.021982552372653282,11,0.9666666666666667,0.002475195303181245,75,0.7533333333333333,,,-0.21333333333333337,A_MAIN,"base strong, recent confirms",9,9,-9.0,0.06647289270820167,0.043403863519401606,0.08037406798938451,0.054634756687546526
gate_first,601021,2026-04-08,2026-04-08,0.021754121384139864,12,0.9633333333333334,0.0024842514829639213,74,0.7566666666666667,,,-0.20666666666666667,A_MAIN,"base strong, recent confirms",10,10,-10.0,-0.003783102143757877,-0.026852131332557937,0.002942412778478287,-0.0227968985233597
gate_first,603799,2026-04-08,2026-04-08,0.0210638935350356,13,0.96,0.010388919677036212,10,0.97,,,0.010000000000000009,A_MAIN,"base strong, recent confirms",11,11,-11.0,0.08103068316663853,0.057961653977838465,0.10764536362095267,0.08190605231911469
gate_first,300274,2026-04-08,2026-04-08,0.020756745422748867,14,0.9566666666666667,0.02088428325191872,2,0.9966666666666667,,,0.040000000000000036,A_MAIN,"base strong, recent confirms",12,12,-12.0,0.12653193734274826,0.1034629081539482,0.08156805454102756,0.05582874323918957
gate_first,600549,2026-04-08,2026-04-08,0.019776965021661142,15,0.9533333333333334,0.010521941329223428,9,0.9733333333333334,,,0.020000000000000018,A_MAIN,"base strong, recent confirms",13,13,-13.0,0.0031023784901758056,-0.019966650698624255,0.059806963116166845,0.03406765181432886
gate_first,600515,2026-04-08,2026-04-08,0.019194570808393065,16,0.95,0.0038735875932892337,51,0.8333333333333334,,,-0.11666666666666659,A_MAIN,"base strong, recent confirms",14,14,-14.0,0.01939058171745156,-0.0036784474713484998,0.005540166204986097,-0.02019914509685189
gate_first,300316,2026-04-08,2026-04-08,0.019112988541929603,17,0.9466666666666667,0.0022349059551001666,84,0.7233333333333334,,,-0.22333333333333327,A_MAIN,"base strong, recent confirms",15,15,-15.0,0.029554263565891414,0.006485234377091354,0.10174418604651159,0.0760048747446736
gate_first,600221,2026-04-08,2026-04-08,0.018688951830742394,18,0.9433333333333334,0.001982164140785459,93,0.6933333333333334,,,-0.25,A_MAIN,"base strong, recent confirms",16,16,-16.0,0.006896551724137945,-0.016172477464662115,0.01379310344827589,-0.011946207853562096
gate_first,600570,2026-04-08,2026-04-08,0.01749811873039641,20,0.9366666666666666,0.0008286441846934951,119,0.6066666666666667,,,-0.32999999999999996,A_MAIN,"base strong, recent confirms",17,17,-17.0,0.03690753690753712,0.01383850771873706,0.02874902874902885,0.0030097174471908628
gate_first,000157,2026-04-08,2026-04-08,0.017474924485810197,21,0.9333333333333333,0.0008133552937962546,120,0.6033333333333334,,,-0.32999999999999996,A_MAIN,"base strong, recent confirms",18,18,-18.0,-0.007990867579908745,-0.031059896768708805,-0.06392694063926951,-0.0896662519411075
gate_first,301236,2026-04-08,2026-04-08,0.017334474514214195,23,0.9266666666666666,0.004375195412091007,44,0.8566666666666667,,,-0.06999999999999995,A_MAIN,"base strong, recent confirms",19,19,-19.0,0.02366710013003903,0.0005980709412389713,0.03641092327698314,0.010671611975145157
gate_first,002371,2026-04-08,2026-04-08,0.017129415499433826,25,0.92,0.0032121556425342064,59,0.8066666666666666,,,-0.1133333333333334,A_MAIN,"base strong, recent confirms",20,20,-20.0,0.018526351408510333,-0.004542677780289727,0.0015227138143980579,-0.024216597487439928
gate_first,300450,2026-04-08,2026-04-08,0.01665140551231976,26,0.9166666666666666,0.0019237115336632501,95,0.6866666666666666,,,-0.22999999999999998,A_MAIN,"base strong, recent confirms",21,21,-21.0,0.07756563245823389,0.05449660326943383,0.06722354813046927,0.04148423682863128
