arm,symbol,date,trade_date,base_score,base_rank,base_pct,recent_score,recent_rank,recent_pct,risk_flags,event_flags,short_boost,gate_tier,gate_reason,final_rank,arm_rank,arm_score,ret_fwd_3d,ret_fwd_3d_cs,ret_fwd_5d,ret_fwd_5d_cs
gate_first_noveto,300502,2026-06-29,2026-06-29,0.013753121867138295,23,0.9261744966442953,0.005039420411487303,43,0.8590604026845637,,,-0.06711409395973156,A_MAIN,"base strong, recent confirms",20,20,-20.0,-0.1334431630971994,-0.1401057600399018,,
gate_first_noveto,301165,2026-06-29,2026-06-29,0.012687199473548858,25,0.9194630872483222,0.022668015468325853,1,1.0,,,0.08053691275167785,A_MAIN,"base strong, recent confirms",21,21,-21.0,0.1794903666873835,0.1728277697446811,,
gate_first_noveto,688047,2026-06-29,2026-06-29,0.012590634914722548,26,0.9161073825503355,0.0010469958100869738,62,0.7953020134228188,,,-0.12080536912751672,A_MAIN,"base strong, recent confirms",22,22,-22.0,-0.12051464408094648,-0.12717724102364888,,
gate_first_noveto,601066,2026-06-29,2026-06-29,0.012531404035970937,27,0.912751677852349,0.009092570951059297,31,0.8993288590604027,,,-0.01342281879194629,A_MAIN,"base strong, recent confirms",23,23,-23.0,-0.02579979360165119,-0.032462390544353605,,
gate_first_noveto,300661,2026-06-29,2026-06-29,0.012409740893268899,28,0.9093959731543624,0.01353194871451536,17,0.9463087248322147,,,0.03691275167785235,A_MAIN,"base strong, recent confirms",24,24,-24.0,-0.027042096459436782,-0.0337046934021392,,
gate_first_noveto,600522,2026-06-29,2026-06-29,0.012268438396100092,29,0.9060402684563759,-0.0001122934414007268,74,0.7550335570469798,,,-0.15100671140939603,A_MAIN,"base strong, recent confirms",25,25,-25.0,-0.1723796967699407,-0.1790422937126431,,
gate_first_noveto,603392,2026-06-29,2026-06-29,0.011717620650522894,30,0.9026845637583892,-0.0021967132190823897,111,0.6308724832214765,,,-0.27181208053691275,A_MAIN,"base strong, recent confirms",26,26,-26.0,0.06117908787541726,0.054516490932714844,,
gate_first_noveto,002625,2026-06-29,2026-06-29,0.011334289902441841,32,0.8959731543624161,0.008337901360908768,36,0.8825503355704698,,,-0.01342281879194629,A_MAIN,"base strong, recent confirms",27,27,-27.0,0.06002638522427439,0.053363788281571976,,
gate_first_noveto,002837,2026-06-29,2026-06-29,0.011275620065173667,33,0.8926174496644296,-0.00016126721809208767,76,0.7483221476510067,,,-0.1442953020134229,A_MAIN,"base strong, recent confirms",28,28,-28.0,-0.10218702865761686,-0.10884962560031927,,
gate_first_noveto,600547,2026-06-29,2026-06-29,0.011224858321482904,34,0.889261744966443,-0.001649988021954511,99,0.6711409395973155,,,-0.21812080536912748,A_MAIN,"base strong, recent confirms",29,29,-29.0,0.1294932871372887,0.12283069019458628,,
gate_first_noveto,601127,2026-06-29,2026-06-29,0.00968941033394509,38,0.8758389261744967,0.017066921396498284,10,0.9697986577181208,,,0.09395973154362414,A_MAIN,"base strong, recent confirms",30,30,-30.0,0.009632653061224516,0.002970056118522103,,
gate_first_noveto,002475,2026-06-29,2026-06-29,0.00964605612488625,39,0.87248322147651,0.004266318178739429,44,0.8557046979865772,,,-0.016778523489932806,A_MAIN,"base strong, recent confirms",31,31,-31.0,-0.08465909090909096,-0.09132168785179337,,
gate_first_noveto,301308,2026-06-29,2026-06-29,0.009632838562335096,40,0.8691275167785235,0.022439038124186777,2,0.9966442953020134,,,0.12751677852348986,A_MAIN,"base strong, recent confirms",32,32,-32.0,-0.12188121625461779,-0.1285438131973202,,
gate_first_noveto,300394,2026-06-29,2026-06-29,0.009550878332499773,41,0.8657718120805369,0.003785478802368749,46,0.8489932885906041,,,-0.016778523489932806,A_MAIN,"base strong, recent confirms",33,33,-33.0,-0.17371481432536018,-0.1803774112680626,,
gate_first_noveto,603993,2026-06-29,2026-06-29,0.009192815260515193,43,0.8590604026845637,0.003281775072806996,51,0.8322147651006712,,,-0.02684563758389258,A_MAIN,"base strong, recent confirms",34,34,-34.0,0.05527065527065522,0.048608058327952806,,
gate_first_noveto,001979,2026-06-29,2026-06-29,0.008742460776887367,45,0.8523489932885906,-0.00018228626406747186,77,0.7449664429530202,,,-0.10738255033557043,A_MAIN,"base strong, recent confirms",35,35,-35.0,0.034214618973561484,0.02755202203085907,,
gate_first_noveto,605499,2026-06-29,2026-06-29,0.008653566322549319,46,0.8489932885906041,-0.0008659944563996372,85,0.7181208053691275,,,-0.1308724832214766,A_MAIN,"base strong, recent confirms",36,36,-36.0,0.02365713359799071,0.016994536655288297,,
gate_first_noveto,600362,2026-06-29,2026-06-29,0.008544866848116716,48,0.8422818791946308,-0.0026235970931791867,118,0.6073825503355704,,,-0.2348993288590604,A_MAIN,"base strong, recent confirms",37,37,-37.0,-0.0004618937644340626,-0.007124490707136476,,
gate_first_noveto,600219,2026-06-29,2026-06-29,0.008004444543927992,53,0.825503355704698,-0.0002640726503453266,79,0.738255033557047,,,-0.08724832214765099,A_MAIN,"base strong, recent confirms",38,38,-38.0,0.045112781954887105,0.03845018501218469,,
gate_first_noveto,300033,2026-06-29,2026-06-29,0.0078479860848447,54,0.8221476510067114,0.0034624093825106122,50,0.8355704697986577,,,0.01342281879194629,A_MAIN,"base strong, recent confirms",39,39,-39.0,0.021493775933610015,0.014831178990907603,,
gate_first_noveto,002179,2026-06-29,2026-06-29,0.007620690113793719,56,0.8154362416107382,0.017282061894544416,9,0.9731543624161074,,,0.15771812080536918,A_MAIN,"base strong, recent confirms",40,40,-40.0,-0.08333333333333337,-0.08999593027603578,,
gate_first_noveto,300308,2026-06-29,2026-06-29,0.00758925420243381,57,0.8120805369127517,0.009957358629992783,28,0.9093959731543624,,,0.09731543624161065,A_MAIN,"base strong, recent confirms",41,41,-41.0,-0.12125984251968502,-0.12792243946238743,,
gate_first_noveto,688111,2026-06-29,2026-06-29,0.007570604619391647,58,0.8087248322147651,0.003548335902412942,49,0.8389261744966443,,,0.030201342281879207,A_MAIN,"base strong, recent confirms",42,42,-42.0,-0.0022188650741195026,-0.008881462016821915,,
gate_first_noveto,300433,2026-06-29,2026-06-29,0.007434632684940897,59,0.8053691275167785,0.01597539889156605,13,0.959731543624161,,,0.15436241610738255,A_MAIN,"base strong, recent confirms",43,43,-43.0,-0.023108460678345044,-0.029771057621047457,,
gate_first_noveto,002460,2026-06-29,2026-06-29,0.007241527736083185,60,0.802013422818792,-0.001758388966902057,104,0.6543624161073825,,,-0.1476510067114094,A_MAIN,"base strong, recent confirms",44,44,-44.0,-0.03715596330275239,-0.04381856024545481,,
gate_first_noveto,301269,2026-06-29,2026-06-29,0.005562936828111947,85,0.7181208053691275,0.020429575060035433,6,0.9832214765100671,,,0.2651006711409396,B_SHORT_BOOST,recent model strongly boosts an acceptable base name,45,45,-45.0,-0.13942388209680123,-0.14608647903950364,,
gate_first_noveto,002916,2026-06-29,2026-06-29,0.006762907351314561,67,0.7785234899328859,0.0195832601535222,7,0.9798657718120806,,,0.20134228187919467,B_SHORT_BOOST,recent model strongly boosts an acceptable base name,46,46,-46.0,-0.007468879668049655,-0.014131476610752067,,
gate_first_noveto,300274,2026-06-29,2026-06-29,0.0066543507072330185,69,0.7718120805369127,0.01602336059035801,12,0.9630872483221476,,,0.1912751677852349,B_SHORT_BOOST,recent model strongly boosts an acceptable base name,47,47,-47.0,-0.2066406741290404,-0.21330327107174282,,
gate_first_noveto,601689,2026-06-29,2026-06-29,0.004167044107563168,100,0.6677852348993288,0.01487650884356257,14,0.9563758389261745,,,0.28859060402684567,B_SHORT_BOOST,recent model strongly boosts an acceptable base name,48,48,-48.0,0.10652250974831623,0.09985991280561382,,
gate_first_noveto,600999,2026-06-29,2026-06-29,0.006744441177759652,68,0.7751677852348994,0.012745801351115728,20,0.9362416107382551,,,0.1610738255033557,B_SHORT_BOOST,recent model strongly boosts an acceptable base name,49,49,-49.0,0.034123222748815074,0.02746062580611266,,
gate_first_noveto,000776,2026-06-29,2026-06-29,0.004573565517065647,93,0.6912751677852349,0.012118021801866457,22,0.9295302013422819,,,0.23825503355704702,B_SHORT_BOOST,recent model strongly boosts an acceptable base name,50,50,-50.0,0.013675213675213627,0.007012616732511213,,
gate_first_noveto,002050,2026-06-29,2026-06-29,0.0031870477848124786,113,0.6241610738255033,0.010661236259803204,27,0.912751677852349,,,0.28859060402684567,B_SHORT_BOOST,recent model strongly boosts an acceptable base name,51,51,-51.0,0.11772758384668047,0.11106498690397806,,
gate_first_noveto,000408,2026-06-29,2026-06-29,0.007122243203279872,61,0.7986577181208053,0.009038438696166986,32,0.8959731543624161,,,0.09731543624161076,B_SHORT_BOOST,recent model strongly boosts an acceptable base name,52,52,-52.0,0.058136180034622065,0.05147358309191965,,
gate_first_noveto,688256,2026-06-29,2026-06-29,0.0035550748999627693,107,0.6442953020134228,0.009007054435114853,33,0.8926174496644296,,,0.2483221476510068,B_SHORT_BOOST,recent model strongly boosts an acceptable base name,53,53,-53.0,-0.15201654601861425,-0.15867914296131666,,
gate_first_noveto,300418,2026-06-29,2026-06-29,0.004190890447176945,98,0.674496644295302,0.008601371161177027,35,0.8859060402684564,,,0.21140939597315445,B_SHORT_BOOST,recent model strongly boosts an acceptable base name,54,54,-54.0,0.05698711595639239,0.05032451901368997,,
gate_first_noveto,002422,2026-06-29,2026-06-29,0.005542835919862483,86,0.714765100671141,0.006719660302404998,37,0.8791946308724832,,,0.1644295302013422,B_SHORT_BOOST,recent model strongly boosts an acceptable base name,55,55,-55.0,0.24558670820353035,0.23892411126082794,,
gate_first_noveto,002049,2026-06-29,2026-06-29,0.006771219835015684,66,0.7818791946308725,0.006464448414596386,38,0.8758389261744967,,,0.09395973154362414,B_SHORT_BOOST,recent model strongly boosts an acceptable base name,56,56,-56.0,-0.07876056338028159,-0.085423160322984,,
gate_first_noveto,000977,2026-06-29,2026-06-29,0.0047995027003038945,92,0.6946308724832215,0.005074532640983177,42,0.8624161073825504,,,0.16778523489932884,B_SHORT_BOOST,recent model strongly boosts an acceptable base name,57,57,-57.0,-0.05214285714285727,-0.058805454085559684,,
gate_first_noveto,600482,2026-06-29,2026-06-29,0.005531932755585451,87,0.7114093959731543,0.004081970481986754,45,0.8523489932885906,,,0.14093959731543626,B_SHORT_BOOST,recent model strongly boosts an acceptable base name,58,58,-58.0,0.024085365853658836,0.017422768910956423,,
gate_first_noveto,000975,2026-06-29,2026-06-29,0.03471812859678233,2,0.9966442953020134,-0.007792990917529524,252,0.15771812080536912,,,-0.8389261744966443,C_DOWNGRADE_OBSERVE,base strong but recent model does not confirm,59,59,-59.0,0.1670588235294117,0.1603962265867093,,
gate_first_noveto,688506,2026-06-29,2026-06-29,0.017996341693409856,13,0.959731543624161,-0.009811243107583105,278,0.07046979865771812,,,-0.889261744966443,C_DOWNGRADE_OBSERVE,base strong but recent model does not confirm,60,60,-60.0,0.1563445906880252,0.1496819937453228,,
gate_first_noveto,601898,2026-06-29,2026-06-29,0.014164207222951553,21,0.9328859060402684,-0.005349348592258913,212,0.29194630872483224,,,-0.6409395973154361,C_DOWNGRADE_OBSERVE,base strong but recent model does not confirm,61,61,-61.0,0.04022988505747138,0.033567288114768966,,
gate_first_noveto,688396,2026-06-29,2026-06-29,0.011660051818819852,31,0.8993288590604027,-0.0056085611893985764,221,0.26174496644295303,,,-0.6375838926174497,C_DOWNGRADE_OBSERVE,base strong but recent model does not confirm,62,62,-62.0,-0.1430035879036392,-0.14966618484634162,,
gate_first_noveto,603893,2026-06-29,2026-06-29,0.011067447460696852,35,0.8859060402684564,-0.008431372316421928,261,0.12751677852348994,,,-0.7583892617449665,C_DOWNGRADE_OBSERVE,base strong but recent model does not confirm,63,63,-63.0,-0.04422382671480152,-0.05088642365750393,,
gate_first_noveto,600585,2026-06-29,2026-06-29,0.010686374114243039,36,0.8825503355704698,-0.005862606516687133,226,0.24496644295302014,,,-0.6375838926174496,C_DOWNGRADE_OBSERVE,base strong but recent model does not confirm,64,64,-64.0,0.04831804281345553,0.041655445870753115,,
gate_first_noveto,600460,2026-06-29,2026-06-29,0.009969515938892405,37,0.8791946308724832,-0.02121548622395746,296,0.010067114093959731,,,-0.8691275167785234,C_DOWNGRADE_OBSERVE,base strong but recent model does not confirm,65,65,-65.0,-0.13556531284302953,-0.14222790978573194,,
gate_first_noveto,600938,2026-06-29,2026-06-29,0.008804808529221511,44,0.8557046979865772,-0.005972054289049113,230,0.23154362416107382,,,-0.6241610738255035,C_DOWNGRADE_OBSERVE,base strong but recent model does not confirm,66,66,-66.0,0.019889502762431066,0.013226905819728654,,
gate_first_noveto,600026,2026-06-29,2026-06-29,0.008429506983356323,49,0.8389261744966443,-0.010118524321772217,281,0.06040268456375839,,,-0.7785234899328859,C_DOWNGRADE_OBSERVE,base strong but recent model does not confirm,67,67,-67.0,-0.0317725752508361,-0.038435172193538515,,
gate_first_noveto,000617,2026-06-29,2026-06-29,0.0083816661247466,50,0.8355704697986577,-0.006288971470467681,241,0.19463087248322147,,,-0.6409395973154361,C_DOWNGRADE_OBSERVE,base strong but recent model does not confirm,68,68,-68.0,0.039453717754172946,0.03279112081147053,,
gate_first_noveto,603259,2026-06-29,2026-06-29,0.007750105352083263,55,0.8187919463087249,-0.009473506915402568,274,0.08389261744966443,,,-0.7348993288590604,C_DOWNGRADE_OBSERVE,base strong but recent model does not confirm,69,69,-69.0,-0.0031322785318448343,-0.009794875474547247,,
gate_first_noveto,603296,2026-06-29,2026-06-29,0.013320167822084408,24,0.9228187919463087,-0.004469850896180167,178,0.40604026845637586,,,-0.5167785234899328,UNCLASSIFIED,falls between configured gate tiers,70,70,-70.0,-0.07257304429783229,-0.0792356412405347,,
gate_first_noveto,601360,2026-06-29,2026-06-29,0.009245429300244787,42,0.8624161073825504,-0.004430646304649625,177,0.40939597315436244,,,-0.45302013422818793,UNCLASSIFIED,falls between configured gate tiers,71,71,-71.0,0.0023014959723821615,-0.004361100970320252,,
gate_first_noveto,603019,2026-06-29,2026-06-29,0.00864080911146608,47,0.8456375838926175,-0.003617503364273721,150,0.5,,,-0.34563758389261745,UNCLASSIFIED,falls between configured gate tiers,72,72,-72.0,-0.13568963909353726,-0.14235223603623967,,
gate_first_noveto,600489,2026-06-29,2026-06-29,0.008172093782998702,51,0.8322147651006712,-0.003157152979057639,134,0.5536912751677853,,,-0.2785234899328859,UNCLASSIFIED,falls between configured gate tiers,73,73,-73.0,0.12686980609418286,0.12020720915148045,,
gate_first_noveto,600875,2026-06-29,2026-06-29,0.008090274551126198,52,0.8288590604026845,-0.0043094158410764685,173,0.4228187919463087,,,-0.4060402684563758,UNCLASSIFIED,falls between configured gate tiers,74,74,-74.0,0.004171011470281538,-0.002491585472420875,,
gate_first_noveto,000725,2026-06-29,2026-06-29,0.007088667025313876,62,0.7953020134228188,-0.007175385237797662,248,0.17114093959731544,,,-0.6241610738255033,UNCLASSIFIED,falls between configured gate tiers,75,75,-75.0,-0.034562211981566726,-0.04122480892426914,,
gate_first_noveto,600415,2026-06-29,2026-06-29,0.0070776680176387495,63,0.7919463087248322,0.0021265579360507515,56,0.8154362416107382,,,0.023489932885906062,UNCLASSIFIED,falls between configured gate tiers,76,76,-76.0,0.04527559055118102,0.038612993608478606,,
gate_first_noveto,600233,2026-06-29,2026-06-29,0.0068716688741012385,64,0.7885906040268457,-0.006057537496100455,233,0.2214765100671141,,,-0.5671140939597316,UNCLASSIFIED,falls between configured gate tiers,77,77,-77.0,0.09206349206349196,0.08540089512078955,,
gate_first_noveto,300832,2026-06-29,2026-06-29,0.006844368597503334,65,0.785234899328859,-0.01425812712774904,294,0.016778523489932886,,,-0.7684563758389261,UNCLASSIFIED,falls between configured gate tiers,78,78,-78.0,0.05476190476190479,0.048099307819202373,,
gate_first_noveto,600600,2026-06-29,2026-06-29,0.0065638113141199975,70,0.7684563758389261,-0.009652610364035764,276,0.07718120805369127,,,-0.6912751677852349,UNCLASSIFIED,falls between configured gate tiers,79,79,-79.0,0.022017997319548233,0.01535540037684582,,
gate_first_noveto,601872,2026-06-29,2026-06-29,0.006508304776218693,71,0.7651006711409396,-0.011013554753321535,288,0.03691275167785235,,,-0.7281879194630873,UNCLASSIFIED,falls between configured gate tiers,80,80,-80.0,-0.032441661923733656,-0.03910425886643607,,
gate_first_noveto,603260,2026-06-29,2026-06-29,0.006352309707079824,72,0.761744966442953,8.340590646533497e-05,69,0.7718120805369127,,,0.010067114093959773,UNCLASSIFIED,falls between configured gate tiers,81,81,-81.0,-0.05573974305843343,-0.06240234000113585,,
gate_first_noveto,000657,2026-06-29,2026-06-29,0.006143510635545422,73,0.7583892617449665,0.0013992434854064612,60,0.802013422818792,,,0.043624161073825496,UNCLASSIFIED,falls between configured gate tiers,82,82,-82.0,-0.06362306727956546,-0.07028566422226787,,
gate_first_noveto,601238,2026-06-29,2026-06-29,0.006035047596373825,74,0.7550335570469798,-0.006255031283298634,240,0.19798657718120805,,,-0.5570469798657718,UNCLASSIFIED,falls between configured gate tiers,83,83,-83.0,0.0334645669291338,0.026801969986431386,,
gate_first_noveto,300251,2026-06-29,2026-06-29,0.006004735535938916,75,0.7516778523489933,-0.005844519532589141,225,0.2483221476510067,,,-0.5033557046979866,UNCLASSIFIED,falls between configured gate tiers,84,84,-84.0,0.05229936880072139,0.045636771858018975,,
gate_first_noveto,600803,2026-06-29,2026-06-29,0.005994128316635213,76,0.7483221476510067,-0.01020651040261695,283,0.053691275167785234,,,-0.6946308724832214,UNCLASSIFIED,falls between configured gate tiers,85,85,-85.0,0.044303797468354444,0.03764120052565203,,
gate_first_noveto,600845,2026-06-29,2026-06-29,0.005978029388117706,77,0.7449664429530202,-0.008552517055152654,263,0.12080536912751678,,,-0.6241610738255033,UNCLASSIFIED,falls between configured gate tiers,86,86,-86.0,0.09741431148526769,0.09075171454256528,,
gate_first_noveto,002304,2026-06-29,2026-06-29,0.00596890821587412,78,0.7416107382550335,-0.008353548369449917,259,0.1342281879194631,,,-0.6073825503355704,UNCLASSIFIED,falls between configured gate tiers,87,87,-87.0,0.013892529488859884,0.0072299325461574705,,
gate_first_noveto,000596,2026-06-29,2026-06-29,0.005804372330425477,79,0.738255033557047,-0.0070978453278772915,247,0.174496644295302,,,-0.563758389261745,UNCLASSIFIED,falls between configured gate tiers,88,88,-88.0,-0.0071428571428570065,-0.013805454085559419,,
gate_first_noveto,600438,2026-06-29,2026-06-29,0.005780449050251898,80,0.7348993288590604,-0.0012468224285369055,91,0.697986577181208,,,-0.03691275167785235,UNCLASSIFIED,falls between configured gate tiers,89,89,-89.0,-0.025598678777869477,-0.03226127572057189,,
gate_first_noveto,600989,2026-06-29,2026-06-29,0.005699284607148859,81,0.7315436241610739,-0.00875668747131835,265,0.11409395973154363,,,-0.6174496644295302,UNCLASSIFIED,falls between configured gate tiers,90,90,-90.0,0.01032956222331527,0.003666965280612856,,
gate_first_noveto,600588,2026-06-29,2026-06-29,0.00566554134672482,82,0.7281879194630873,-0.004286195414744509,171,0.42953020134228187,,,-0.2986577181208054,UNCLASSIFIED,falls between configured gate tiers,91,91,-91.0,0.014161220043573008,0.007498623100870595,,
gate_first_noveto,300014,2026-06-29,2026-06-29,0.005628854788963878,83,0.7248322147651006,-0.0031616813239731087,135,0.5503355704697986,,,-0.17449664429530198,UNCLASSIFIED,falls between configured gate tiers,92,92,-92.0,-0.059510994925419114,-0.06617359186812152,,
gate_first_noveto,688183,2026-06-29,2026-06-29,0.005571412511361053,84,0.7214765100671141,0.0009112603038260003,63,0.7919463087248322,,,0.07046979865771807,UNCLASSIFIED,falls between configured gate tiers,93,93,-93.0,-0.07182779456193356,-0.07849039150463596,,
gate_first_noveto,600893,2026-06-29,2026-06-29,0.005528142285171089,88,0.7080536912751678,-7.502745164663e-05,73,0.7583892617449665,,,0.05033557046979864,UNCLASSIFIED,falls between configured gate tiers,94,94,-94.0,0.025299947835158987,0.018637350892456574,,
gate_first_noveto,688472,2026-06-29,2026-06-29,0.0054439666137055176,89,0.7046979865771812,0.0004485277886881476,67,0.7785234899328859,,,0.0738255033557047,UNCLASSIFIED,falls between configured gate tiers,95,95,-95.0,-0.013863216266173817,-0.02052581320887623,,
gate_first_noveto,000792,2026-06-29,2026-06-29,0.004879010749154969,90,0.7013422818791947,-0.0049465445812384495,198,0.3389261744966443,,,-0.36241610738255037,UNCLASSIFIED,falls between configured gate tiers,96,96,-96.0,-0.025836369658827518,-0.032498966601529934,,
gate_first_noveto,600104,2026-06-29,2026-06-29,0.004800099779037651,91,0.697986577181208,-0.005606683055556863,220,0.2651006711409396,,,-0.43288590604026844,UNCLASSIFIED,falls between configured gate tiers,97,97,-97.0,0.035860655737704805,0.029198058795002393,,
gate_first_noveto,600030,2026-06-29,2026-06-29,0.004483169540512983,94,0.6879194630872483,0.002353076038279971,54,0.8221476510067114,,,0.13422818791946312,UNCLASSIFIED,falls between configured gate tiers,98,98,-98.0,0.007657500870170475,0.0009949039274680617,,
gate_first_noveto,601877,2026-06-29,2026-06-29,0.004453786425028132,95,0.6845637583892618,-0.004086361761939868,165,0.44966442953020136,,,-0.2348993288590604,UNCLASSIFIED,falls between configured gate tiers,99,99,-99.0,0.0043877143996808865,-0.002274882543021527,,
gate_first_noveto,002241,2026-06-29,2026-06-29,0.0043787866070286625,96,0.6812080536912751,-0.0008862874856012521,86,0.714765100671141,,,0.033557046979865834,UNCLASSIFIED,falls between configured gate tiers,100,100,-100.0,-0.02130492676431428,-0.027967523707016693,,
gate_first_noveto,002594,2026-06-29,2026-06-29,0.004283138473511561,97,0.6778523489932886,-0.003178291118290956,136,0.5469798657718121,,,-0.1308724832214765,UNCLASSIFIED,falls between configured gate tiers,101,101,-101.0,0.11003764115432868,0.10337504421162627,,
gate_first_noveto,601088,2026-06-29,2026-06-29,0.004171067440891629,99,0.6711409395973155,-0.0037498054074687885,156,0.4798657718120805,,,-0.19127516778523496,UNCLASSIFIED,falls between configured gate tiers,102,102,-102.0,0.04252049180327888,0.035857894860576466,,
gate_first_noveto,601633,2026-06-29,2026-06-29,0.004000980991876774,101,0.6644295302013423,-0.005393814391681748,215,0.28187919463087246,,,-0.38255033557046986,UNCLASSIFIED,falls between configured gate tiers,103,103,-103.0,0.018555334658714395,0.011892737716011983,,
gate_first_noveto,001391,2026-06-29,2026-06-29,0.0038815389197013133,102,0.6610738255033557,-0.004628606379815401,183,0.38926174496644295,,,-0.27181208053691275,UNCLASSIFIED,falls between configured gate tiers,104,104,-104.0,0.06015037593984962,0.053487778997147205,,
gate_first_noveto,000425,2026-06-29,2026-06-29,0.003666788826088587,103,0.6577181208053692,-0.00012606563164487786,75,0.7516778523489933,,,0.09395973154362414,UNCLASSIFIED,falls between configured gate tiers,105,105,-105.0,0.06582278481012649,0.05916018786742407,,
