arm,symbol,date,trade_date,base_score,base_rank,base_pct,recent_score,recent_rank,recent_pct,risk_flags,event_flags,short_boost,gate_tier,gate_reason,final_rank,fusion_score_col,fusion_rank,arm_rank,arm_score,ret_fwd_3d,ret_fwd_3d_cs,ret_fwd_5d,ret_fwd_5d_cs
baseline,688981,2026-05-25,2026-05-25,0.033002028588199325,2,0.9966666666666667,0.032106099093884295,3,0.9933333333333333,,,-0.0033333333333334103,A_MAIN,"base strong, recent confirms",2,0.03200204813108039,1,1,0.03200204813108039,-0.06213969701032318,-0.044928691493013144,-0.1119453009786836,-0.09564801045736346
baseline,600183,2026-05-25,2026-05-25,0.02092190126210367,6,0.9833333333333333,0.03583049526410283,2,0.9966666666666667,,,0.01333333333333342,A_MAIN,"base strong, recent confirms",5,0.03128054740957967,2,2,0.03128054740957967,0.0971285109053821,0.11433951642269213,0.10065903028401069,0.11695632080533083
baseline,000988,2026-05-25,2026-05-25,0.037289496604359235,1,1.0,0.019177242437264288,11,0.9666666666666667,,,-0.033333333333333326,A_MAIN,"base strong, recent confirms",1,0.03047794966520434,3,3,0.03047794966520434,-0.10803340390496352,-0.09082239838765349,-0.12373559162549985,-0.1074383011041797
baseline,300408,2026-05-25,2026-05-25,0.017418278563422665,11,0.9666666666666667,0.04939411159315115,1,1.0,,,0.033333333333333326,A_MAIN,"base strong, recent confirms",10,0.03047794966520434,4,4,0.03047794966520434,0.1013426836568887,0.11855368917419873,0.1499187548105705,0.16621604533189063
baseline,300308,2026-05-25,2026-05-25,0.027689205071165665,3,0.9933333333333333,0.018403383114539228,12,0.9633333333333334,,,-0.029999999999999916,A_MAIN,"base strong, recent confirms",3,0.02976190476190476,5,5,0.02976190476190476,0.052728921124206796,0.06993992664151683,0.08051677243880317,0.09681406296012332
baseline,300274,2026-05-25,2026-05-25,0.01690536301130572,12,0.9633333333333334,0.0317488534104633,4,0.99,,,0.026666666666666616,A_MAIN,"base strong, recent confirms",11,0.029513888888888888,6,6,0.029513888888888888,-0.005586904296329354,0.011624101220980683,-0.035141628023912075,-0.01884433750259193
baseline,300661,2026-05-25,2026-05-25,0.01482909768271271,14,0.9566666666666667,0.02695730532231874,6,0.9833333333333333,,,0.026666666666666616,A_MAIN,"base strong, recent confirms",12,0.028665028665028666,7,7,0.028665028665028666,0.009514829418823867,0.026725834936133903,-0.08640493742499566,-0.07010764690367552
baseline,600460,2026-05-25,2026-05-25,0.011298162016354796,20,0.9366666666666666,0.02710187230562233,5,0.9866666666666667,,,0.050000000000000044,A_MAIN,"base strong, recent confirms",18,0.027884615384615386,8,8,0.027884615384615386,0.0206489675516226,0.037859973068932636,-0.025663716814159243,-0.009366426292839097
baseline,300316,2026-05-25,2026-05-25,0.011394265484950226,19,0.94,0.02601613759535091,8,0.9766666666666667,,,0.036666666666666736,A_MAIN,"base strong, recent confirms",17,0.027364110201042444,9,9,0.027364110201042444,-0.05539033457249065,-0.038179329055180615,-0.12639405204460963,-0.11009676152328948
baseline,002938,2026-05-25,2026-05-25,0.011804199381757122,18,0.9433333333333334,0.019841338128116743,10,0.97,,,0.026666666666666616,A_MAIN,"base strong, recent confirms",16,0.027106227106227107,10,10,0.027106227106227107,-0.09476981985902011,-0.07755881434171008,-0.0354190235836741,-0.019121733062353957
