arm,symbol,date,trade_date,base_score,base_rank,base_pct,recent_score,recent_rank,recent_pct,risk_flags,event_flags,short_boost,gate_tier,gate_reason,final_rank,fusion_score_col,fusion_rank,arm_rank,arm_score,ret_fwd_3d,ret_fwd_3d_cs,ret_fwd_5d,ret_fwd_5d_cs
baseline,300274,2026-04-08,2026-04-08,0.020756745422748867,14,0.9566666666666667,0.02088428325191872,2,0.9966666666666667,,,0.040000000000000036,A_MAIN,"base strong, recent confirms",12,0.02964254577157803,1,1,0.02964254577157803,0.12653193734274826,0.1034629081539482,0.08156805454102756,0.05582874323918957
baseline,603799,2026-04-08,2026-04-08,0.0210638935350356,13,0.96,0.010388919677036212,10,0.97,,,0.010000000000000009,A_MAIN,"base strong, recent confirms",11,0.027984344422700584,2,2,0.027984344422700584,0.08103068316663853,0.057961653977838465,0.10764536362095267,0.08190605231911469
baseline,300251,2026-04-08,2026-04-08,0.022697465709958228,9,0.9733333333333334,0.008790790347327382,15,0.9533333333333334,,,-0.020000000000000018,A_MAIN,"base strong, recent confirms",7,0.02782608695652174,3,3,0.02782608695652174,0.05897114178168117,0.035902112592881105,0.0018820577164366803,-0.023857253585401306
baseline,600549,2026-04-08,2026-04-08,0.019776965021661142,15,0.9533333333333334,0.010521941329223428,9,0.9733333333333334,,,0.020000000000000018,A_MAIN,"base strong, recent confirms",13,0.02782608695652174,4,4,0.02782608695652174,0.0031023784901758056,-0.019966650698624255,0.059806963116166845,0.03406765181432886
baseline,300413,2026-04-08,2026-04-08,0.02205995407149272,10,0.97,0.005969827310439947,27,0.9133333333333333,,,-0.05666666666666664,A_MAIN,"base strong, recent confirms",8,0.025779967159277502,5,5,0.025779967159277502,0.01290014333492584,-0.01016888585387422,0.011466794075489783,-0.014272517226348203
baseline,001280,2026-04-08,2026-04-08,0.027164483590349658,5,0.9866666666666667,0.004321550681608813,46,0.85,,,-0.13666666666666671,A_MAIN,"base strong, recent confirms",4,0.024818577648766327,6,6,0.024818577648766327,0.00073891625615774,-0.02233011293264232,0.024261083743842393,-0.0014782275579955928
baseline,688047,2026-04-08,2026-04-08,0.03457503685163069,3,0.9933333333333333,0.0033342442010529352,56,0.8166666666666667,,,-0.17666666666666664,A_MAIN,"base strong, recent confirms",2,0.024493705528188286,7,7,0.024493705528188286,0.07207615593834982,0.049007126749549754,0.0696585071018434,0.04391919580000542
baseline,002236,2026-04-08,2026-04-08,0.027473076960456068,4,0.99,0.0034826897817459195,53,0.8266666666666667,,,-0.16333333333333333,A_MAIN,"base strong, recent confirms",3,0.024474557522123894,8,8,0.024474557522123894,0.05739644970414215,0.034327420515342086,0.11124260355029603,0.08550329224845804
baseline,000657,2026-04-08,2026-04-08,0.012185490867953615,35,0.8866666666666667,0.00906842660882551,14,0.9566666666666667,,,0.06999999999999995,A_MAIN,"base strong, recent confirms",23,0.024039829302987197,9,9,0.024039829302987197,0.016073245167853578,-0.006995784020946482,0.055951169888097674,0.030211858586259688
baseline,600362,2026-04-08,2026-04-08,0.008174200994343302,59,0.8066666666666666,0.011377084107005888,8,0.9766666666666667,,,0.17000000000000004,A_MAIN,"base strong, recent confirms",34,0.023109243697478993,10,10,0.023109243697478993,0.02863485016648193,0.005565820977681869,0.048168701442841355,0.02242939014100337
