arm,symbol,date,trade_date,base_score,base_rank,base_pct,recent_score,recent_rank,recent_pct,risk_flags,event_flags,short_boost,gate_tier,gate_reason,final_rank,fusion_score_col,fusion_rank,arm_rank,arm_score,ret_fwd_3d,ret_fwd_3d_cs,ret_fwd_5d,ret_fwd_5d_cs
baseline,688521,2026-04-02,2026-04-02,0.028726494763566753,1,1.0,0.035977571236624636,2,0.9966666666666667,,,-0.0033333333333332993,A_MAIN,"base strong, recent confirms",1,0.03252247488101534,1,1,0.03252247488101534,0.05978647686832739,0.03260549420426649,0.06392348754448385,0.02277440168860343
baseline,000657,2026-04-02,2026-04-02,0.01740551302063917,2,0.9966666666666667,0.022265916858901776,3,0.9933333333333333,,,-0.0033333333333334103,A_MAIN,"base strong, recent confirms",2,0.03200204813108039,2,2,0.03200204813108039,0.06224335422519989,0.03506237156113899,0.04495353360708876,0.003804447751208341
baseline,000988,2026-04-02,2026-04-02,0.011881501618590692,5,0.9866666666666667,0.021118989770891123,4,0.99,,,0.0033333333333332993,A_MAIN,"base strong, recent confirms",5,0.031009615384615385,3,3,0.031009615384615385,0.10999322820934498,0.08281224554528409,0.20876463190480798,0.16761554604892756
baseline,002384,2026-04-02,2026-04-02,0.009510870604582541,7,0.98,0.018786208635177166,5,0.9866666666666667,,,0.00666666666666671,A_MAIN,"base strong, recent confirms",7,0.030309988518943745,4,4,0.030309988518943745,0.1931252826775216,0.16594430001346072,0.32817729534147455,0.28702820948559415
baseline,688472,2026-04-02,2026-04-02,0.01509872319487063,4,0.99,0.007950021777072224,20,0.9366666666666666,,,-0.053333333333333344,A_MAIN,"base strong, recent confirms",4,0.028125,5,5,0.028125,0.02938840349483729,0.0022074208307763937,0.07148530579825252,0.0303362199423721
baseline,688223,2026-04-02,2026-04-02,0.0076393756370547695,15,0.9533333333333334,0.013637216480036745,9,0.9733333333333334,,,0.020000000000000018,A_MAIN,"base strong, recent confirms",12,0.02782608695652174,6,6,0.02782608695652174,0.028753993610223683,0.0015730109461627867,0.06549520766773176,0.02434612181185134
baseline,300316,2026-04-02,2026-04-02,0.0070647557180533475,17,0.9466666666666667,0.012041209037826324,10,0.97,,,0.023333333333333317,A_MAIN,"base strong, recent confirms",14,0.027272727272727275,7,7,0.027272727272727275,0.014749262536873253,-0.012431720127187643,0.03834808259587019,-0.002801003260010225
baseline,301165,2026-04-02,2026-04-02,0.0050772903413775,35,0.8866666666666667,0.038056309840350466,1,1.0,,,0.11333333333333329,A_MAIN,"base strong, recent confirms",24,0.026919758412424506,8,8,0.026919758412424506,0.14225868388898588,0.11507770122492499,0.14417873974515616,0.10302965388927574
baseline,300274,2026-04-02,2026-04-02,0.007876608821630231,14,0.9566666666666667,0.009964942519623229,16,0.95,,,-0.00666666666666671,A_MAIN,"base strong, recent confirms",11,0.02667140825035562,9,9,0.02667140825035562,0.00391102419946221,-0.023269958464598686,0.08856840218365503,0.04741931632777461
baseline,603986,2026-04-02,2026-04-02,0.007277001435086087,16,0.95,0.010917853815722784,14,0.9566666666666667,,,0.00666666666666671,A_MAIN,"base strong, recent confirms",13,0.02667140825035562,10,10,0.02667140825035562,0.00558816434831555,-0.021592818315745346,0.052343812816595614,0.011194726960715197
baseline,600989,2026-04-02,2026-04-02,0.008790295198813775,10,0.97,0.006882774894520734,21,0.9333333333333333,,,-0.036666666666666625,A_MAIN,"base strong, recent confirms",8,0.026631393298059962,11,11,0.026631393298059962,0.03580290677064868,0.008621924106587783,0.05459057071960305,0.013441484863722632
