arm,symbol,date,trade_date,base_score,base_rank,base_pct,recent_score,recent_rank,recent_pct,risk_flags,event_flags,short_boost,gate_tier,gate_reason,final_rank,fusion_score_col,fusion_rank,arm_rank,arm_score,ret_fwd_3d,ret_fwd_3d_cs,ret_fwd_5d,ret_fwd_5d_cs
baseline,688256,2026-04-29,2026-04-29,0.030652144680630378,3,0.9933110367892977,0.04478803870657832,2,0.9966555183946488,,,0.0033444816053511683,A_MAIN,"base strong, recent confirms",3,0.03200204813108039,1,1,0.03200204813108039,0.03730701754385968,0.022185276547474986,0.12093859649122796,0.09857144473006418
baseline,688521,2026-04-29,2026-04-29,0.033938622344463425,2,0.9966555183946488,0.03838275970242273,4,0.9899665551839465,,,-0.006688963210702337,A_MAIN,"base strong, recent confirms",2,0.031754032258064516,2,2,0.031754032258064516,-0.06721731700370259,-0.08233905800008728,-0.031650526915408705,-0.05401767867657247
baseline,600118,2026-04-29,2026-04-29,0.014373223454539487,8,0.9765886287625418,0.041378531880872135,3,0.9933110367892977,,,0.01672240802675584,A_MAIN,"base strong, recent confirms",7,0.03057889822595705,3,3,0.03057889822595705,0.11070038910505842,0.09557864810867372,0.08618677042801548,0.06381961866685171
baseline,002709,2026-04-29,2026-04-29,0.01287887263442677,12,0.9632107023411371,0.06298197588684284,1,1.0,,,0.03678929765886285,A_MAIN,"base strong, recent confirms",11,0.03028233151183971,4,4,0.03028233151183971,-0.03470500743678728,-0.049826748433171975,-0.03173029251363402,-0.05409744427479778
baseline,688047,2026-04-29,2026-04-29,0.01651186266098177,4,0.9899665551839465,0.02185255642460143,12,0.9632107023411371,,,-0.026755852842809347,A_MAIN,"base strong, recent confirms",4,0.029513888888888888,5,5,0.029513888888888888,0.04565962822595204,0.03053788722956735,0.053359802683029534,0.030992650921865768
baseline,300661,2026-04-29,2026-04-29,0.013186236291348985,10,0.9698996655518395,0.021983241150669373,11,0.9665551839464883,,,-0.0033444816053511683,A_MAIN,"base strong, recent confirms",9,0.028370221327967807,6,6,0.028370221327967807,-0.03640723784608668,-0.051528978842471374,0.12688031393067356,0.10451316216950979
baseline,688041,2026-04-29,2026-04-29,0.007527433135727385,20,0.9364548494983278,0.03165134022887217,6,0.9832775919732442,,,0.04682274247491636,A_MAIN,"base strong, recent confirms",16,0.027651515151515153,7,7,0.027651515151515153,0.09124050632911374,0.07611876533272904,0.17870042194092828,0.1563332701797645
baseline,000651,2026-04-29,2026-04-29,0.035195229081076286,1,1.0,0.011394231967617331,33,0.8929765886287625,,,-0.1070234113712375,A_MAIN,"base strong, recent confirms",1,0.027146130794993832,8,8,0.027146130794993832,-0.003495630461922583,-0.018617371458307275,0.007240948813982628,-0.015126202947181137
baseline,688008,2026-04-29,2026-04-29,0.012049043012803254,14,0.9565217391304348,0.014885838011477876,18,0.9431438127090301,,,-0.013377926421404673,A_MAIN,"base strong, recent confirms",12,0.026334026334026334,9,9,0.026334026334026334,0.21332948643969996,0.19820774544331526,0.38892094633583363,0.36655379457466986
baseline,002466,2026-04-29,2026-04-29,0.011677220703743874,15,0.9531772575250836,0.014710200506792715,19,0.939799331103679,,,-0.013377926421404673,A_MAIN,"base strong, recent confirms",13,0.0259915611814346,10,10,0.0259915611814346,-0.049731350743471237,-0.06485309173985593,-0.06597525927777081,-0.08834241103893459
