arm,symbol,date,trade_date,base_score,base_rank,base_pct,recent_score,recent_rank,recent_pct,risk_flags,event_flags,short_boost,gate_tier,gate_reason,final_rank,fusion_score_col,fusion_rank,arm_rank,arm_score,ret_fwd_3d,ret_fwd_3d_cs,ret_fwd_5d,ret_fwd_5d_cs
baseline,600118,2026-04-16,2026-04-16,0.01069403308625738,9,0.9733333333333334,0.03352763903232669,1,1.0,,,0.026666666666666616,A_MAIN,"base strong, recent confirms",8,0.030886196246139225,1,1,0.030886196246139225,0.13557546840451518,0.12367624026171586,0.12067962294891177,0.11505169250113977
baseline,300308,2026-04-16,2026-04-16,0.015281151038245639,4,0.99,0.017316782615061643,7,0.98,,,-0.010000000000000009,A_MAIN,"base strong, recent confirms",4,0.03055037313432836,2,2,0.03055037313432836,0.04185931599195292,0.029960087849153612,0.042294615230767496,0.03666668478299549
baseline,301236,2026-04-16,2026-04-16,0.015342627509177113,3,0.9933333333333333,0.01497931137462248,12,0.9633333333333334,,,-0.029999999999999916,A_MAIN,"base strong, recent confirms",3,0.02976190476190476,3,3,0.02976190476190476,0.06489308801591243,0.05299385987311312,0.09273993038289419,0.08711199993512218
baseline,300274,2026-04-16,2026-04-16,0.012294290923812394,7,0.98,0.014237835204801128,14,0.9566666666666667,,,-0.023333333333333317,A_MAIN,"base strong, recent confirms",6,0.028438886647841874,4,4,0.028438886647841874,0.03133514986376018,0.019435921720960876,0.007795943082046675,0.0021680126342746705
baseline,300502,2026-04-16,2026-04-16,0.018342771156561265,2,0.9966666666666667,0.011447132791277058,22,0.93,,,-0.06666666666666665,A_MAIN,"base strong, recent confirms",2,0.02832415420928403,5,5,0.02832415420928403,0.05723873670181123,0.04533950855901193,-0.08782159602065842,-0.09344952646843042
baseline,300476,2026-04-16,2026-04-16,0.006325151640737396,24,0.9233333333333333,0.019823183826802142,3,0.9933333333333333,,,0.06999999999999995,A_MAIN,"base strong, recent confirms",21,0.027777777777777776,6,6,0.027777777777777776,0.050119477973163296,0.03822024983036399,-0.03317811408614679,-0.038806044533918796
baseline,688521,2026-04-16,2026-04-16,0.009023728381337961,16,0.95,0.015480780177414374,9,0.9733333333333334,,,0.023333333333333428,A_MAIN,"base strong, recent confirms",15,0.027650648360030512,7,7,0.027650648360030512,0.04094076655052259,0.029041538407723284,-0.05131076820972291,-0.056938698657494916
baseline,603799,2026-04-16,2026-04-16,0.010680913076287143,10,0.97,0.013733615620658739,15,0.9533333333333334,,,-0.016666666666666607,A_MAIN,"base strong, recent confirms",9,0.02761904761904762,8,8,0.02761904761904762,-0.02239488117001831,-0.034294109312817615,-0.021633150517976873,-0.027261080965748877
baseline,000977,2026-04-16,2026-04-16,0.00646402264288242,21,0.9333333333333333,0.01578003284164756,8,0.9766666666666667,,,0.043333333333333335,A_MAIN,"base strong, recent confirms",19,0.027051561365286855,9,9,0.027051561365286855,0.08754949406071266,0.07565026591791335,0.09708168353130975,0.09145375308353774
baseline,300316,2026-04-16,2026-04-16,0.010191876358915485,12,0.9633333333333334,0.012495496778644782,17,0.9466666666666667,,,-0.01666666666666672,A_MAIN,"base strong, recent confirms",11,0.026875901875901876,10,10,0.026875901875901876,-0.025835866261398333,-0.03773509440419764,-0.05709943551888841,-0.06272736596666041
baseline,000657,2026-04-16,2026-04-16,0.006433952963017071,22,0.93,0.015417143423222321,10,0.97,,,0.039999999999999925,A_MAIN,"base strong, recent confirms",20,0.0264808362369338,11,11,0.0264808362369338,0.03581610833927318,0.023916880196473873,-0.016749821810406185,-0.022377752258178188
