as_of_date,rank,symbol,stock_name,industry_name,model_score,entry_close,latest_date,latest_close,return_current,benchmark_latest,benchmark_return_current,excess_return_current,hit_vs_benchmark_current
2026-06-18,202,300760,迈瑞医疗,医疗器械,-0.002919,140.010000,2026-06-26,133.980000,-0.043068,4868.220000,-0.093711,0.050643,True
2026-06-18,203,002352,顺丰控股,运输业,-0.002931,31.550000,2026-06-26,30.820000,-0.023138,4868.220000,-0.093711,0.070574,True
2026-06-18,204,600760,600760,航空航天,-0.002939,41.270000,2026-06-26,40.590000,-0.016477,4868.220000,-0.093711,0.077235,True
2026-06-18,205,601088,601088,煤炭,-0.002943,41.260000,2026-06-26,39.570000,-0.040960,4868.220000,-0.093711,0.052752,True
2026-06-18,206,300866,安克创新,电子终端及组件,-0.002963,117.110000,2026-06-26,106.090000,-0.094100,4868.220000,-0.093711,-0.000388,False
2026-06-18,207,603501,豪威集团,集成电路,-0.002984,89.970000,2026-06-26,86.720000,-0.036123,4868.220000,-0.093711,0.057588,True
2026-06-18,208,601766,601766,交通运输设备,-0.003020,5.600000,2026-06-26,5.220000,-0.067857,4868.220000,-0.093711,0.025854,True
2026-06-18,209,600886,600886,电力及电网,-0.003041,13.070000,2026-06-26,13.060000,-0.000765,4868.220000,-0.093711,0.092946,True
2026-06-18,210,601985,中国核电,电力及电网,-0.003043,9.120000,2026-06-26,8.930000,-0.020833,4868.220000,-0.093711,0.072878,True
2026-06-18,211,600023,浙能电力,电力及电网,-0.003072,5.760000,2026-06-26,5.240000,-0.090278,4868.220000,-0.093711,0.003434,True
2026-06-18,212,601633,601633,乘用车,-0.003091,17.650000,2026-06-26,15.100000,-0.144476,4868.220000,-0.093711,-0.050764,False
2026-06-18,213,600039,四川路桥,建筑与工程,-0.003124,8.270000,2026-06-26,7.930000,-0.041112,4868.220000,-0.093711,0.052599,True
2026-06-18,214,601698,601698,电信运营服务,-0.003131,30.890000,2026-06-26,29.350000,-0.049854,4868.220000,-0.093711,0.043857,True
2026-06-18,215,000425,徐工机械,专用机械,-0.003176,8.990000,2026-06-26,8.220000,-0.085651,4868.220000,-0.093711,0.008061,True
2026-06-18,216,601669,601669,建筑与工程,-0.003181,4.940000,2026-06-26,4.780000,-0.032389,4868.220000,-0.093711,0.061323,True
2026-06-18,217,300999,金龙鱼,食品,-0.003226,24.380000,2026-06-26,23.340000,-0.042658,4868.220000,-0.093711,0.051054,True
2026-06-18,218,600000,浦发银行,商业银行,-0.003269,9.090000,,,,4868.220000,-0.093711,,False
2026-06-18,219,600406,600406,电网设备,-0.003325,23.060000,2026-06-26,22.740000,-0.013877,4868.220000,-0.093711,0.079835,True
2026-06-18,220,600690,600690,家用电器,-0.003336,19.450000,2026-06-26,19.720000,0.013882,4868.220000,-0.093711,0.107593,True
2026-06-18,221,002463,沪电股份,电子元器件,-0.003357,147.900000,2026-06-26,147.280000,-0.004192,4868.220000,-0.093711,0.089519,True
2026-06-18,222,603288,海天味业,食品,-0.003377,32.440000,,,,4868.220000,-0.093711,,False
2026-06-18,223,601939,建设银行,商业银行,-0.003412,9.920000,2026-06-26,9.780000,-0.014113,4868.220000,-0.093711,0.079599,True
2026-06-18,224,301165,锐捷网络,软件开发,-0.003445,67.800000,,,,4868.220000,-0.093711,,False
2026-06-18,225,600887,600887,食品,-0.003499,24.260000,2026-06-26,24.270000,0.000412,4868.220000,-0.093711,0.094124,True
2026-06-18,226,000166,申万宏源,证券公司,-0.003501,4.410000,2026-06-26,4.400000,-0.002268,4868.220000,-0.093711,0.091444,True
2026-06-18,227,601658,601658,商业银行,-0.003569,4.860000,2026-06-26,4.920000,0.012346,4868.220000,-0.093711,0.106057,True
2026-06-18,228,300124,汇川技术,通用机械,-0.003573,71.180000,2026-06-26,63.280000,-0.110986,4868.220000,-0.093711,-0.017275,False
2026-06-18,229,601100,601100,通用机械,-0.003582,117.900000,2026-06-26,108.200000,-0.082273,4868.220000,-0.093711,0.011438,True
2026-06-18,230,601668,601668,建筑与工程,-0.003593,4.610000,2026-06-26,4.400000,-0.045553,4868.220000,-0.093711,0.048158,True
2026-06-18,231,000895,双汇发展,食品,-0.003624,22.790000,2026-06-26,22.800000,0.000439,4868.220000,-0.093711,0.094150,True
2026-06-18,232,600019,宝钢股份,钢铁,-0.003657,5.680000,,,,4868.220000,-0.093711,,False
2026-06-18,233,601006,601006,运输业,-0.003698,4.940000,,,,4868.220000,-0.093711,,False
2026-06-18,234,600276,恒瑞医药,化学药,-0.003767,48.420000,2026-06-26,48.670000,0.005163,4868.220000,-0.093711,0.098875,True
2026-06-18,235,603296,华勤技术,计算机设备,-0.003790,80.400000,2026-06-26,69.250000,-0.138682,4868.220000,-0.093711,-0.044970,False
2026-06-18,236,601618,601618,建筑与工程,-0.003800,2.670000,,,,4868.220000,-0.093711,,False
2026-06-18,237,601169,601169,商业银行,-0.003817,5.010000,2026-06-26,4.940000,-0.013972,4868.220000,-0.093711,0.079739,True
2026-06-18,238,000301,东方盛虹,化学原料,-0.003916,11.590000,2026-06-26,11.390000,-0.017256,4868.220000,-0.093711,0.076455,True
2026-06-18,239,601390,601390,建筑与工程,-0.003923,4.510000,,,,4868.220000,-0.093711,,False
2026-06-18,240,002027,分众传媒,传媒,-0.003984,5.020000,,,,4868.220000,-0.093711,,False
2026-06-18,241,600025,XD华能水,电力及电网,-0.003999,9.300000,2026-06-26,8.805000,-0.053226,4868.220000,-0.093711,0.040486,True
2026-06-18,242,002415,海康威视,电子终端及组件,-0.004072,32.300000,2026-06-26,33.320000,0.031579,4868.220000,-0.093711,0.125290,True
2026-06-18,243,001965,招商公路,交通基本设施,-0.004086,9.820000,2026-06-26,9.500000,-0.032587,4868.220000,-0.093711,0.061125,True
2026-06-18,244,600050,中国联通,电信运营服务,-0.004088,4.280000,2026-06-26,4.050000,-0.053738,4868.220000,-0.093711,0.039973,True
2026-06-18,245,601825,601825,商业银行,-0.004098,8.200000,2026-06-26,7.896000,-0.037073,4868.220000,-0.093711,0.056638,True
2026-06-18,246,600018,上港集团,交通基本设施,-0.004113,4.890000,2026-06-26,4.760000,-0.026585,4868.220000,-0.093711,0.067127,True
2026-06-18,247,002142,宁波银行,商业银行,-0.004177,30.780000,2026-06-26,31.130000,0.011371,4868.220000,-0.093711,0.105082,True
2026-06-18,248,601838,601838,商业银行,-0.004209,18.660000,2026-06-26,17.960000,-0.037513,4868.220000,-0.093711,0.056198,True
2026-06-18,249,600111,北方稀土,稀有金属,-0.004217,51.400000,2026-06-26,47.260000,-0.080545,4868.220000,-0.093711,0.013167,True
2026-06-18,250,001280,中国铀业,其他小金属,-0.004226,73.650000,2026-06-26,67.200000,-0.087576,4868.220000,-0.093711,0.006135,True
2026-06-18,251,601077,601077,商业银行,-0.004234,6.260000,2026-06-26,6.300000,0.006390,4868.220000,-0.093711,0.100101,True
2026-06-18,252,600115,中国东航,运输业,-0.004239,3.920000,2026-06-26,4.050000,0.033163,4868.220000,-0.093711,0.126875,True
2026-06-18,253,601319,601319,保险,-0.004251,6.650000,2026-06-26,6.910000,0.039098,4868.220000,-0.093711,0.132809,True
2026-06-18,254,600600,600600,酒,-0.004256,53.900000,,,,4868.220000,-0.093711,,False
2026-06-18,255,688012,中微公司,半导体材料与设备,-0.004348,360.000000,2026-06-26,413.000000,0.147222,4868.220000,-0.093711,0.240934,True
2026-06-18,256,601111,601111,运输业,-0.004373,6.240000,2026-06-26,6.370000,0.020833,4868.220000,-0.093711,0.114545,True
2026-06-18,257,600460,600460,分立器件,-0.004382,41.830000,2026-06-26,50.380000,0.204399,4868.220000,-0.093711,0.298110,True
2026-06-18,258,601998,中信银行,商业银行,-0.004466,7.270000,2026-06-26,7.130000,-0.019257,4868.220000,-0.093711,0.074454,True
2026-06-18,259,600150,中国船舶,交通运输设备,-0.004507,36.140000,2026-06-26,33.400000,-0.075816,4868.220000,-0.093711,0.017895,True
2026-06-18,260,601919,中远海控,运输业,-0.004533,13.800000,2026-06-26,13.390000,-0.029710,4868.220000,-0.093711,0.064001,True
2026-06-18,261,002475,立讯精密,电子终端及组件,-0.004564,69.930000,2026-06-26,68.000000,-0.027599,4868.220000,-0.093711,0.066112,True
2026-06-18,262,600795,600795,电力及电网,-0.004587,4.740000,2026-06-26,4.690000,-0.010549,4868.220000,-0.093711,0.083163,True
2026-06-18,263,601728,601728,电信运营服务,-0.004657,5.680000,2026-06-26,5.320000,-0.063380,4868.220000,-0.093711,0.030331,True
2026-06-18,264,601018,601018,交通基本设施,-0.004716,3.260000,2026-06-26,3.170000,-0.027607,4868.220000,-0.093711,0.066104,True
2026-06-18,265,600028,中国石化,石油与天然气,-0.004737,4.710000,2026-06-26,4.520000,-0.040340,4868.220000,-0.093711,0.053372,True
2026-06-18,266,601916,浙商银行,商业银行,-0.004886,2.990000,2026-06-26,2.770000,-0.073579,4868.220000,-0.093711,0.020133,True
2026-06-18,267,601009,601009,商业银行,-0.004948,10.850000,2026-06-26,10.240000,-0.056221,4868.220000,-0.093711,0.037490,True
2026-06-18,268,000100,TCL科技,光学光电子,-0.004998,5.000000,2026-06-26,5.400000,0.080000,4868.220000,-0.093711,0.173711,True
2026-06-18,269,600905,600905,电力及电网,-0.005082,4.070000,2026-06-26,3.780000,-0.071253,4868.220000,-0.093711,0.022458,True
2026-06-18,270,300316,晶盛机电,发电设备,-0.005099,53.890000,2026-06-26,58.370000,0.083132,4868.220000,-0.093711,0.176844,True
2026-06-18,271,300803,指南针,计算机软件,-0.005164,95.760000,2026-06-26,94.790000,-0.010129,4868.220000,-0.093711,0.083582,True
2026-06-18,272,601868,中国能建,建筑与工程,-0.005367,2.760000,2026-06-26,2.650000,-0.039855,4868.220000,-0.093711,0.053856,True
2026-06-18,273,600016,民生银行,商业银行,-0.005693,3.480000,2026-06-26,3.290000,-0.054598,4868.220000,-0.093711,0.039114,True
2026-06-18,274,688396,华润微,集成电路,-0.006317,73.590000,2026-06-26,84.720000,0.151243,4868.220000,-0.093711,0.244955,True
2026-06-18,275,003816,中国广核,电力及电网,-0.006355,4.080000,,,,4868.220000,-0.093711,,False
2026-06-18,276,600048,保利发展,房地产开发与园区,-0.006386,4.920000,2026-06-26,4.750000,-0.034553,4868.220000,-0.093711,0.059159,True
2026-06-18,277,601138,601138,电子终端及组件,-0.006404,78.080000,2026-06-26,70.220000,-0.100666,4868.220000,-0.093711,-0.006955,False
2026-06-18,278,601988,中国银行,商业银行,-0.006683,5.780000,2026-06-26,5.760000,-0.003460,4868.220000,-0.093711,0.090251,True
2026-06-18,279,601816,601816,运输业,-0.006843,4.590000,2026-06-26,4.530000,-0.013072,4868.220000,-0.093711,0.080640,True
2026-06-18,280,601818,601818,商业银行,-0.006930,3.080000,,,,4868.220000,-0.093711,,False
2026-06-18,281,600010,包钢股份,钢铁,-0.007416,2.430000,,,,4868.220000,-0.093711,,False
2026-06-18,282,603993,洛阳钼业,稀有金属,-0.007583,20.040000,2026-06-26,17.240000,-0.139721,4868.220000,-0.093711,-0.046009,False
2026-06-18,283,000988,华工科技,其他电子,-0.007683,177.550000,2026-06-26,160.940000,-0.093551,4868.220000,-0.093711,0.000160,True
2026-06-18,284,600584,600584,集成电路,-0.008572,83.030000,,,,4868.220000,-0.093711,,False
2026-06-18,285,600522,600522,通信设备,-0.009680,56.550000,,,,4868.220000,-0.093711,,False
2026-06-18,286,688981,中芯国际,集成电路,-0.010510,140.700000,2026-06-26,148.760000,0.057285,4868.220000,-0.093711,0.150996,True
2026-06-18,287,300442,润泽科技,专用机械,-0.011391,85.180000,2026-06-26,77.770000,-0.086992,4868.220000,-0.093711,0.006719,True
2026-06-18,288,300308,中际旭创,通信设备,-0.012063,1367.880000,2026-06-26,1253.890000,-0.083333,4868.220000,-0.093711,0.010378,True
2026-06-18,289,002384,东山精密,电子元件,-0.012693,273.000000,2026-06-26,260.320000,-0.046447,4868.220000,-0.093711,0.047265,True
2026-06-18,290,688082,盛美上海,半导体材料与设备,-0.013247,378.750000,,,,4868.220000,-0.093711,,False
2026-06-18,291,301269,华大九天,软件和信息技术服务业,-0.014998,104.000000,,,,4868.220000,-0.093711,,False
2026-06-18,292,603019,中科曙光,电子终端及组件,-0.015063,88.680000,2026-06-26,98.760000,0.113667,4868.220000,-0.093711,0.207379,True
2026-06-18,293,000725,京东方Ａ,光学光电子,-0.015343,6.550000,2026-06-26,7.790000,0.189313,4868.220000,-0.093711,0.283024,True
2026-06-18,294,688047,龙芯中科,集成电路,-0.015468,146.490000,2026-06-26,144.920000,-0.010717,4868.220000,-0.093711,0.082994,True
2026-06-18,295,688008,澜起科技,集成电路,-0.017228,269.900000,2026-06-26,261.820000,-0.029937,4868.220000,-0.093711,0.063774,True
2026-06-18,296,600362,600362,工业金属,-0.017468,53.310000,2026-06-26,42.390000,-0.204840,4868.220000,-0.093711,-0.111128,False
2026-06-18,297,000657,中钨高新,稀有金属,-0.020865,98.480000,2026-06-26,99.510000,0.010459,4868.220000,-0.093711,0.104170,True
2026-06-18,298,300661,圣邦股份,集成电路,-0.025642,132.770000,2026-06-26,131.550000,-0.009189,4868.220000,-0.093711,0.084523,True
2026-06-18,299,600549,600549,稀有金属,-0.033456,85.910000,2026-06-26,84.500000,-0.016413,4868.220000,-0.093711,0.077299,True
2026-06-18,300,600176,中国巨石,其他非金属材料,-0.040944,53.500000,2026-06-26,74.120000,0.385421,4868.220000,-0.093711,0.479132,True
