symbol,date,trade_date,base_score,base_rank,base_pct
002648,2026-07-03,2026-07-03,0.004804186872628396,63,0.7919463087248322
600415,2026-07-03,2026-07-03,0.004763969705431379,64,0.7885906040268457
601995,2026-07-03,2026-07-03,0.004651420824097073,65,0.785234899328859
002463,2026-07-03,2026-07-03,0.004611305760852088,66,0.7818791946308725
300033,2026-07-03,2026-07-03,0.00450436270159544,67,0.7785234899328859
600930,2026-07-03,2026-07-03,0.004493125717717948,68,0.7751677852348994
002384,2026-07-03,2026-07-03,0.004428210852038887,69,0.7718120805369127
601901,2026-07-03,2026-07-03,0.004414288495797666,70,0.7684563758389261
000425,2026-07-03,2026-07-03,0.004373632382169216,71,0.7651006711409396
603392,2026-07-03,2026-07-03,0.004351995086512961,72,0.761744966442953
601628,2026-07-03,2026-07-03,0.004305435644985897,73,0.7583892617449665
001391,2026-07-03,2026-07-03,0.004271459360691477,74,0.7550335570469798
600522,2026-07-03,2026-07-03,0.004219882035482022,75,0.7516778523489933
601633,2026-07-03,2026-07-03,0.0040769978966727445,76,0.7483221476510067
600219,2026-07-03,2026-07-03,0.004016246329291088,77,0.7449664429530202
300498,2026-07-03,2026-07-03,0.0038891162773584532,78,0.7416107382550335
002558,2026-07-03,2026-07-03,0.0038353624893703,79,0.738255033557047
000100,2026-07-03,2026-07-03,0.0037579863978979685,80,0.7348993288590604
601088,2026-07-03,2026-07-03,0.0037247140477684147,81,0.7315436241610739
000617,2026-07-03,2026-07-03,0.0037157298989395912,82,0.7281879194630873
300124,2026-07-03,2026-07-03,0.003713215456637949,83,0.7248322147651006
688036,2026-07-03,2026-07-03,0.003652917088827021,84,0.7214765100671141
601238,2026-07-03,2026-07-03,0.003603413771068224,85,0.7181208053691275
300308,2026-07-03,2026-07-03,0.003597161068783398,86,0.714765100671141
000568,2026-07-03,2026-07-03,0.003587427087364999,87,0.7114093959731543
601877,2026-07-03,2026-07-03,0.003550646256299387,88,0.7080536912751678
600585,2026-07-03,2026-07-03,0.003510966388651429,89,0.7046979865771812
300803,2026-07-03,2026-07-03,0.003490028343095528,90,0.7013422818791947
000625,2026-07-03,2026-07-03,0.0034844349519385248,91,0.697986577181208
600803,2026-07-03,2026-07-03,0.0034810502775241446,92,0.6946308724832215
300832,2026-07-03,2026-07-03,0.003472606360177433,93,0.6912751677852349
300394,2026-07-03,2026-07-03,0.0034307973679533225,94,0.6879194630872483
600809,2026-07-03,2026-07-03,0.003370433753978973,95,0.6845637583892618
601127,2026-07-03,2026-07-03,0.0033337737019845004,96,0.6812080536912751
002415,2026-07-03,2026-07-03,0.0032762802058368214,97,0.6778523489932886
600600,2026-07-03,2026-07-03,0.0032531943335268247,98,0.674496644295302
601727,2026-07-03,2026-07-03,0.003232498199619701,99,0.6711409395973155
002493,2026-07-03,2026-07-03,0.003216824386509916,100,0.6677852348993288
300413,2026-07-03,2026-07-03,0.003193620141581697,101,0.6644295302013423
601225,2026-07-03,2026-07-03,0.003180436301023141,102,0.6610738255033557
600515,2026-07-03,2026-07-03,0.003123690891587905,103,0.6577181208053692
002304,2026-07-03,2026-07-03,0.0030707584197872096,104,0.6543624161073825
000999,2026-07-03,2026-07-03,0.0030552635131556437,105,0.6510067114093959
000988,2026-07-03,2026-07-03,0.0030503167564122826,106,0.6476510067114094
603369,2026-07-03,2026-07-03,0.0029146373143224104,107,0.6442953020134228
601211,2026-07-03,2026-07-03,0.002890199825224881,108,0.6409395973154363
002736,2026-07-03,2026-07-03,0.0028695602551463847,109,0.6375838926174496
601009,2026-07-03,2026-07-03,0.002838962120440732,110,0.6342281879194631
300866,2026-07-03,2026-07-03,0.0028306323691467527,111,0.6308724832214765
600938,2026-07-03,2026-07-03,0.0028091203003537107,112,0.62751677852349
688183,2026-07-03,2026-07-03,0.002804119654082965,113,0.6241610738255033
688126,2026-07-03,2026-07-03,0.00280285474718237,114,0.6208053691275168
300122,2026-07-03,2026-07-03,0.002759076023224635,115,0.6174496644295302
