symbol,date,close
000063,2026-06-29,35.2
000063,2026-06-30,36.19
000063,2026-07-01,37.18
000063,2026-07-02,35.32
000063,2026-07-03,36.38
601816,2026-06-29,4.61
601816,2026-06-30,4.53
601816,2026-07-01,4.54
601816,2026-07-02,4.58
601816,2026-07-03,4.63
601018,2026-06-29,3.2
601018,2026-06-30,3.15
601018,2026-07-01,3.2
601018,2026-07-02,3.24
601018,2026-07-03,3.28
601136,2026-06-29,14.01
601136,2026-06-30,13.95
601136,2026-07-01,14.8
601136,2026-07-02,14.55
601136,2026-07-03,14.68
000768,2026-06-29,20.17
000768,2026-06-30,20.48
000768,2026-07-01,20.69
000768,2026-07-02,20.32
000768,2026-07-03,20.99
600570,2026-06-29,20.72
600570,2026-06-30,21.19
600570,2026-07-01,21.9
600570,2026-07-02,21.29
600570,2026-07-03,21.23
300750,2026-06-29,392.36
300750,2026-06-30,393.01
300750,2026-07-01,383.84
300750,2026-07-02,382.35
300750,2026-07-03,380.0
002736,2026-06-29,10.1
002736,2026-06-30,9.99
002736,2026-07-01,10.43
002736,2026-07-02,10.26
002736,2026-07-03,10.35
600011,2026-06-29,7.09
600011,2026-06-30,7.19
600011,2026-07-01,7.19
600011,2026-07-02,7.21
600011,2026-07-03,7.1
601788,2026-06-29,14.59
601788,2026-06-30,14.43
601788,2026-07-01,15.1
601788,2026-07-02,14.67
601788,2026-07-03,14.94
600031,2026-06-29,18.02
600031,2026-06-30,17.28
600031,2026-07-01,17.43
600031,2026-07-02,17.77
600031,2026-07-03,18.56
600023,2026-06-29,5.28
600023,2026-06-30,5.26
600023,2026-07-01,5.36
600023,2026-07-02,5.46
600023,2026-07-03,5.47
600887,2026-06-29,24.58
600887,2026-06-30,23.96
600887,2026-07-01,24.31
600887,2026-07-02,24.45
600887,2026-07-03,24.6
003816,2026-06-29,3.99
003816,2026-06-30,3.91
003816,2026-07-01,3.88
003816,2026-07-02,3.85
003816,2026-07-03,3.89
601825,2026-06-29,7.85
601825,2026-06-30,7.49
601825,2026-07-01,7.52
601825,2026-07-02,7.57
601825,2026-07-03,7.54
600406,2026-06-29,22.93
600406,2026-06-30,22.85
600406,2026-07-01,22.67
600406,2026-07-02,22.67
600406,2026-07-03,22.89
000651,2026-06-29,37.92
000651,2026-06-30,37.5
000651,2026-07-01,37.46
000651,2026-07-02,38.0
000651,2026-07-03,38.33
002230,2026-06-29,39.46
002230,2026-06-30,40.84
002230,2026-07-01,41.03
002230,2026-07-02,41.08
002230,2026-07-03,41.51
600027,2026-06-29,4.53
600027,2026-06-30,4.45
600027,2026-07-01,4.58
600027,2026-07-02,4.56
600027,2026-07-03,4.54
600089,2026-06-29,22.57
600089,2026-06-30,22.5
600089,2026-07-01,22.26
600089,2026-07-02,21.83
600089,2026-07-03,22.01
300999,2026-06-29,23.69
300999,2026-06-30,23.26
300999,2026-07-01,24.21
300999,2026-07-02,24.05
300999,2026-07-03,24.36
600061,2026-06-29,6.42
600061,2026-06-30,6.4
600061,2026-07-01,6.64
600061,2026-07-02,6.54
600061,2026-07-03,6.57
601059,2026-06-29,16.18
601059,2026-06-30,16.19
601059,2026-07-01,16.75
601059,2026-07-02,16.49
601059,2026-07-03,16.55
002236,2026-06-29,16.0
002236,2026-06-30,16.49
002236,2026-07-01,16.58
002236,2026-07-02,16.51
002236,2026-07-03,16.8
000157,2026-06-29,7.21
000157,2026-06-30,6.97
000157,2026-07-01,7.0
000157,2026-07-02,6.98
000157,2026-07-03,7.17
600886,2026-06-29,13.35
600886,2026-06-30,13.31
600886,2026-07-01,13.39
600886,2026-07-02,13.55
600886,2026-07-03,13.42
002001,2026-06-29,29.45
002001,2026-06-30,28.42
002001,2026-07-01,29.98
002001,2026-07-02,30.22
002001,2026-07-03,30.0
600795,2026-06-29,4.77
600795,2026-06-30,4.67
600795,2026-07-01,4.66
600795,2026-07-02,4.7
600795,2026-07-03,4.72
002311,2026-06-29,44.29
002311,2026-06-30,44.61
002311,2026-07-01,45.99
002311,2026-07-02,45.93
002311,2026-07-03,45.39
688009,2026-06-29,4.86
688009,2026-06-30,4.76
688009,2026-07-01,4.88
688009,2026-07-02,4.92
688009,2026-07-03,4.92
600674,2026-06-29,14.15
600674,2026-06-30,14.17
600674,2026-07-01,14.12
600674,2026-07-02,14.49
600674,2026-07-03,14.58
300628,2026-06-29,33.55
300628,2026-06-30,33.82
300628,2026-07-01,36.7
300628,2026-07-02,34.43
300628,2026-07-03,33.0
002142,2026-06-29,30.76
002142,2026-06-30,29.69
002142,2026-07-01,29.92
002142,2026-07-02,30.4
002142,2026-07-03,30.29
601878,2026-06-29,9.57
601878,2026-06-30,9.5
601878,2026-07-01,9.87
601878,2026-07-02,9.68
601878,2026-07-03,9.75
601628,2026-06-29,35.74
601628,2026-06-30,35.35
601628,2026-07-01,38.78
601628,2026-07-02,38.51
601628,2026-07-03,38.66
601111,2026-06-29,6.21
601111,2026-06-30,6.05
601111,2026-07-01,6.24
601111,2026-07-02,6.15
601111,2026-07-03,6.1
600690,2026-06-29,20.42
600690,2026-06-30,20.41
600690,2026-07-01,20.3
600690,2026-07-02,20.42
600690,2026-07-03,20.58
603288,2026-06-29,34.08
603288,2026-06-30,33.16
603288,2026-07-01,33.48
603288,2026-07-02,33.56
603288,2026-07-03,34.01
601319,2026-06-29,7.0
601319,2026-06-30,6.76
601319,2026-07-01,7.25
601319,2026-07-02,7.22
601319,2026-07-03,7.25
302132,2026-06-29,57.34
302132,2026-06-30,58.32
302132,2026-07-01,58.5
302132,2026-07-02,56.85
302132,2026-07-03,58.71
001280,2026-06-29,67.39
001280,2026-06-30,66.7
001280,2026-07-01,66.8
001280,2026-07-02,65.7
001280,2026-07-03,66.31
000166,2026-06-29,4.46
000166,2026-06-30,4.4
000166,2026-07-01,4.59
000166,2026-07-02,4.52
000166,2026-07-03,4.56
601377,2026-06-29,6.07
601377,2026-06-30,6.04
601377,2026-07-01,6.27
601377,2026-07-02,6.13
601377,2026-07-03,6.17
600029,2026-06-29,5.3
600029,2026-06-30,5.18
600029,2026-07-01,5.35
600029,2026-07-02,5.26
600029,2026-07-03,5.21
601939,2026-06-29,9.83
601939,2026-06-30,9.63
601939,2026-07-01,9.57
601939,2026-07-02,9.6
601939,2026-07-03,9.49
000425,2026-06-29,8.26
000425,2026-06-30,7.9
000425,2026-07-01,7.94
000425,2026-07-02,8.2
000425,2026-07-03,8.42
600958,2026-06-29,9.48
600958,2026-06-30,9.44
600958,2026-07-01,9.76
600958,2026-07-02,9.55
600958,2026-07-03,9.56
601658,2026-06-29,4.97
601658,2026-06-30,4.93
601658,2026-07-01,4.93
601658,2026-07-02,4.96
601658,2026-07-03,4.94
601058,2026-06-29,11.92
601058,2026-06-30,11.53
601058,2026-07-01,11.43
601058,2026-07-02,11.67
601058,2026-07-03,12.28
600025,2026-06-29,8.96
600025,2026-06-30,8.89
600025,2026-07-01,8.99
600025,2026-07-02,9.13
600025,2026-07-03,9.19
601998,2026-06-29,7.13
601998,2026-06-30,6.93
601998,2026-07-01,6.88
601998,2026-07-02,6.96
601998,2026-07-03,6.99
600309,2026-06-29,71.93
600309,2026-06-30,68.41
600309,2026-07-01,68.29
600309,2026-07-02,68.6
600309,2026-07-03,69.18
601456,2026-06-29,8.87
601456,2026-06-30,8.84
601456,2026-07-01,9.2
601456,2026-07-02,8.99
601456,2026-07-03,9.02
603501,2026-06-29,88.3
603501,2026-06-30,94.85
603501,2026-07-01,97.11
603501,2026-07-02,101.27
603501,2026-07-03,102.3
601669,2026-06-29,4.78
601669,2026-06-30,4.7
601669,2026-07-01,4.77
601669,2026-07-02,4.74
601669,2026-07-03,4.78
601985,2026-06-29,9.06
601985,2026-06-30,9.03
601985,2026-07-01,8.84
601985,2026-07-02,8.81
601985,2026-07-03,8.86
601398,2026-06-29,7.22
601398,2026-06-30,7.07
601398,2026-07-01,7.06
601398,2026-07-02,7.05
601398,2026-07-03,7.04
601288,2026-06-29,6.24
601288,2026-06-30,6.07
601288,2026-07-01,6.05
601288,2026-07-02,5.98
601288,2026-07-03,5.9
601988,2026-06-29,5.8
601988,2026-06-30,5.72
601988,2026-07-01,5.65
601988,2026-07-02,5.58
601988,2026-07-03,5.56
600919,2026-06-29,11.13
600919,2026-06-30,10.78
600919,2026-07-01,11.0
600919,2026-07-02,11.25
600919,2026-07-03,11.15
601868,2026-06-29,2.69
601868,2026-06-30,2.67
601868,2026-07-01,2.69
601868,2026-07-02,2.66
601868,2026-07-03,2.66
001965,2026-06-29,9.5
001965,2026-06-30,9.16
001965,2026-07-01,9.11
001965,2026-07-02,9.24
001965,2026-07-03,9.35
600115,2026-06-29,3.95
600115,2026-06-30,3.81
600115,2026-07-01,3.93
600115,2026-07-02,3.86
600115,2026-07-03,3.8
600372,2026-06-29,10.55
600372,2026-06-30,10.85
600372,2026-07-01,11.01
600372,2026-07-02,10.81
600372,2026-07-03,11.24
