symbol,date,close
601117,2026-07-02,7.49
601117,2026-07-03,7.55
002241,2026-06-29,21.43
002241,2026-06-30,22.53
002241,2026-07-01,22.32
002241,2026-07-02,21.72
002241,2026-07-03,22.05
002648,2026-06-29,24.23
002648,2026-06-30,23.49
002648,2026-07-01,24.91
002648,2026-07-02,24.73
002648,2026-07-03,24.02
601012,2026-06-29,12.81
601012,2026-06-30,13.12
601012,2026-07-01,13.19
601012,2026-07-02,12.78
601012,2026-07-03,12.55
600048,2026-06-29,4.69
600048,2026-06-30,4.63
600048,2026-07-01,4.72
600048,2026-07-02,4.65
600048,2026-07-03,4.68
601888,2026-06-29,53.6
601888,2026-06-30,53.71
601888,2026-07-01,55.0
601888,2026-07-02,53.69
601888,2026-07-03,53.11
600015,2026-06-29,6.52
600015,2026-06-30,6.39
600015,2026-07-01,6.46
600015,2026-07-02,6.61
600015,2026-07-03,6.66
601100,2026-06-29,107.17
601100,2026-06-30,107.56
601100,2026-07-01,105.74
601100,2026-07-02,110.6
601100,2026-07-03,121.66
002202,2026-06-29,21.73
002202,2026-06-30,23.9
002202,2026-07-01,24.66
002202,2026-07-02,23.51
002202,2026-07-03,24.59
600760,2026-06-29,40.04
600760,2026-06-30,41.1
600760,2026-07-01,41.28
600760,2026-07-02,40.78
600760,2026-07-03,41.63
600010,2026-06-29,2.19
600010,2026-06-30,2.23
600010,2026-07-01,2.23
600010,2026-07-02,2.22
600010,2026-07-03,2.25
600515,2026-06-29,2.73
600515,2026-06-30,2.74
600515,2026-07-01,2.8
600515,2026-07-02,2.79
600515,2026-07-03,2.79
600050,2026-06-29,4.02
600050,2026-06-30,4.0
600050,2026-07-01,4.08
600050,2026-07-02,4.06
600050,2026-07-03,4.07
601009,2026-06-29,10.27
601009,2026-06-30,9.89
601009,2026-07-01,10.1
601009,2026-07-02,10.34
601009,2026-07-03,10.43
000001,2026-06-29,10.24
000001,2026-06-30,10.05
000001,2026-07-01,10.16
000001,2026-07-02,10.28
000001,2026-07-03,10.29
600039,2026-06-29,7.94
600039,2026-06-30,7.82
600039,2026-07-01,8.06
600039,2026-07-02,8.28
600039,2026-07-03,8.45
601728,2026-06-29,5.29
601728,2026-06-30,5.19
601728,2026-07-01,5.27
601728,2026-07-02,5.42
601728,2026-07-03,5.43
000002,2026-06-29,3.04
000002,2026-06-30,2.96
000002,2026-07-01,3.08
000002,2026-07-02,3.06
000002,2026-07-03,3.09
600000,2026-06-29,8.73
600000,2026-06-30,8.61
600000,2026-07-01,8.65
600000,2026-07-02,8.7
600000,2026-07-03,8.69
601857,2026-06-29,8.92
601857,2026-06-30,8.68
601857,2026-07-01,8.73
601857,2026-07-02,8.82
601857,2026-07-03,8.97
601919,2026-06-29,13.4
601919,2026-06-30,13.26
601919,2026-07-01,13.16
601919,2026-07-02,13.19
601919,2026-07-03,13.72
600019,2026-06-29,5.54
600019,2026-06-30,5.43
600019,2026-07-01,5.54
600019,2026-07-02,5.61
600019,2026-07-03,5.59
600893,2026-06-29,37.28
600893,2026-06-30,38.34
600893,2026-07-01,37.73
600893,2026-07-02,37.06
600893,2026-07-03,39.31
601838,2026-06-29,18.03
601838,2026-06-30,17.7
601838,2026-07-01,17.87
601838,2026-07-02,18.38
601838,2026-07-03,18.39
601881,2026-06-29,12.59
601881,2026-06-30,12.57
601881,2026-07-01,13.13
601881,2026-07-02,12.95
601881,2026-07-03,13.44
600276,2026-06-29,52.93
600276,2026-06-30,52.04
600276,2026-07-01,53.78
600276,2026-07-02,53.49
600276,2026-07-03,54.45
