symbol,date,trade_date,base_score,base_rank,base_pct,recent_score,recent_rank,recent_pct,risk_flags,event_flags,short_boost,gate_tier,gate_reason,final_rank
301165,2026-07-03,2026-07-03,0.034195967619706426,1,1.0,-0.022501254705646234,298,0.003355704697986577,,,-0.9966442953020134,C_DOWNGRADE_OBSERVE,base strong but recent model does not confirm,58
002625,2026-07-03,2026-07-03,0.01374029271140502,10,0.9697986577181208,-0.004636514719946731,217,0.2751677852348993,,,-0.6946308724832215,C_DOWNGRADE_OBSERVE,base strong but recent model does not confirm,59
002594,2026-07-03,2026-07-03,0.011413596716596357,16,0.9496644295302014,-0.003969058140713142,202,0.32550335570469796,,,-0.6241610738255035,C_DOWNGRADE_OBSERVE,base strong but recent model does not confirm,60
600547,2026-07-03,2026-07-03,0.011236506522909225,18,0.9429530201342282,-0.006742172998319594,273,0.087248322147651,,,-0.8557046979865772,C_DOWNGRADE_OBSERVE,base strong but recent model does not confirm,61
300316,2026-07-03,2026-07-03,0.010391025406163053,22,0.9295302013422819,-0.00867235013782662,291,0.026845637583892617,,,-0.9026845637583893,C_DOWNGRADE_OBSERVE,base strong but recent model does not confirm,62
688396,2026-07-03,2026-07-03,0.008426510212942929,30,0.9026845637583892,-0.010090707456238135,294,0.016778523489932886,,,-0.8859060402684563,C_DOWNGRADE_OBSERVE,base strong but recent model does not confirm,63
301269,2026-07-03,2026-07-03,0.007868191527407814,34,0.889261744966443,-0.0038207791386840836,197,0.3422818791946309,,,-0.5469798657718121,C_DOWNGRADE_OBSERVE,base strong but recent model does not confirm,64
002179,2026-07-03,2026-07-03,0.0062946198049028965,51,0.8322147651006712,-0.0041987249951793565,207,0.3087248322147651,,,-0.5234899328859061,C_DOWNGRADE_OBSERVE,base strong but recent model does not confirm,65
601899,2026-07-03,2026-07-03,0.005774675911728951,57,0.8120805369127517,-0.0068885277200879495,277,0.0738255033557047,,,-0.738255033557047,C_DOWNGRADE_OBSERVE,base strong but recent model does not confirm,66
300433,2026-07-03,2026-07-03,0.0009501325981261701,199,0.33557046979865773,0.011100869035761943,16,0.9496644295302014,,,0.6140939597315436,D_OBSERVE,recent strong but base model is weak,67
600118,2026-07-03,2026-07-03,6.27248285567956e-05,237,0.2080536912751678,0.018190991122117355,7,0.9798657718120806,,,0.7718120805369127,D_OBSERVE,recent strong but base model is weak,68
600176,2026-07-03,2026-07-03,-0.0021015413318148345,279,0.06711409395973154,0.014603526073395764,9,0.9731543624161074,,,0.9060402684563759,D_OBSERVE,recent strong but base model is weak,69
002916,2026-07-03,2026-07-03,-0.0035502643866130185,286,0.0436241610738255,0.022616172358382192,6,0.9832214765100671,,,0.9395973154362416,D_OBSERVE,recent strong but base model is weak,70
603501,2026-07-03,2026-07-03,-0.003727404869623135,288,0.03691275167785235,0.007877307395026465,30,0.9026845637583892,,,0.8657718120805369,D_OBSERVE,recent strong but base model is weak,71
600183,2026-07-03,2026-07-03,-0.004200844409008361,292,0.02348993288590604,0.008190385200458953,27,0.912751677852349,,,0.889261744966443,D_OBSERVE,recent strong but base model is weak,72
300408,2026-07-03,2026-07-03,-0.010262925159161431,294,0.016778523489932886,0.009145647749711171,20,0.9362416107382551,,,0.9194630872483222,D_OBSERVE,recent strong but base model is weak,73
600460,2026-07-03,2026-07-03,0.0024565001482582407,121,0.5973154362416108,-0.002485292348851096,160,0.4664429530201342,,,-0.13087248322147654,E_REJECT,base and recent are both weak,74
