date,arm,metric,value
2026-04-29,turnover_aware,top20_ret_fwd_3d_cs_net,0.03329019510820001
2026-04-29,turnover_aware,top50_ret_fwd_3d_cs_gross,0.02217830624323715
2026-04-29,turnover_aware,top50_ret_fwd_3d_cs_net,0.02117830624323715
2026-04-29,turnover_aware,top20_ret_fwd_5d_gross,0.08214676003365787
2026-04-29,turnover_aware,top20_ret_fwd_5d_net,0.08114676003365787
2026-04-29,turnover_aware,top50_ret_fwd_5d_gross,0.055075604516375366
2026-04-29,turnover_aware,top50_ret_fwd_5d_net,0.054075604516375365
2026-04-29,turnover_aware,top20_ret_fwd_5d_cs_gross,0.05977960827249409
2026-04-29,turnover_aware,top20_ret_fwd_5d_cs_net,0.05877960827249409
2026-04-29,turnover_aware,top50_ret_fwd_5d_cs_gross,0.0327084527552116
2026-04-29,turnover_aware,top50_ret_fwd_5d_cs_net,0.0317084527552116
2026-04-29,turnover_aware,precision_at_20_excess,0.55
2026-04-29,turnover_aware,precision_at_50_excess,0.46
2026-05-07,baseline,rank_ic_ret_fwd_3d,0.28086434573829533
2026-05-07,baseline,top20_ret_fwd_3d_gross,0.08569407539102072
2026-05-07,baseline,top20_ret_fwd_3d_net,0.08469407539102072
2026-05-07,baseline,top50_ret_fwd_3d_gross,0.06363937200439349
2026-05-07,baseline,top50_ret_fwd_3d_net,0.06263937200439348
2026-05-07,baseline,top20_ret_fwd_3d_cs_gross,0.06945669453066834
2026-05-07,baseline,top20_ret_fwd_3d_cs_net,0.06845669453066834
2026-05-07,baseline,top50_ret_fwd_3d_cs_gross,0.04740199114404113
2026-05-07,baseline,top50_ret_fwd_3d_cs_net,0.04640199114404113
2026-05-07,baseline,top20_ret_fwd_5d_gross,0.05194975649267895
2026-05-07,baseline,top20_ret_fwd_5d_net,0.05094975649267895
2026-05-07,baseline,top50_ret_fwd_5d_gross,0.021571031044036428
2026-05-07,baseline,top50_ret_fwd_5d_net,0.020571031044036427
2026-05-07,baseline,top20_ret_fwd_5d_cs_gross,0.06720814167802615
2026-05-07,baseline,top20_ret_fwd_5d_cs_net,0.06620814167802615
2026-05-07,baseline,top50_ret_fwd_5d_cs_gross,0.036829416229383634
2026-05-07,baseline,top50_ret_fwd_5d_cs_net,0.03582941622938363
2026-05-07,baseline,precision_at_20_excess,0.6
2026-05-07,baseline,precision_at_50_excess,0.46
2026-05-07,turnover_aware,rank_ic_ret_fwd_3d,0.28086434573829533
2026-05-07,turnover_aware,top20_ret_fwd_3d_gross,0.08855875861198884
2026-05-07,turnover_aware,top20_ret_fwd_3d_net,0.08755875861198884
2026-05-07,turnover_aware,top50_ret_fwd_3d_gross,0.06363937200439349
2026-05-07,turnover_aware,top50_ret_fwd_3d_net,0.06263937200439348
2026-05-07,turnover_aware,top20_ret_fwd_3d_cs_gross,0.07232137775163645
2026-05-07,turnover_aware,top20_ret_fwd_3d_cs_net,0.07132137775163645
2026-05-07,turnover_aware,top50_ret_fwd_3d_cs_gross,0.047401991144041124
2026-05-07,turnover_aware,top50_ret_fwd_3d_cs_net,0.04640199114404112
2026-05-07,turnover_aware,top20_ret_fwd_5d_gross,0.0534455681011647
2026-05-07,turnover_aware,top20_ret_fwd_5d_net,0.0524455681011647
2026-05-07,turnover_aware,top50_ret_fwd_5d_gross,0.021571031044036428
2026-05-07,turnover_aware,top50_ret_fwd_5d_net,0.020571031044036427
2026-05-07,turnover_aware,top20_ret_fwd_5d_cs_gross,0.06870395328651188
2026-05-07,turnover_aware,top20_ret_fwd_5d_cs_net,0.06770395328651188
2026-05-07,turnover_aware,top50_ret_fwd_5d_cs_gross,0.03682941622938362
2026-05-07,turnover_aware,top50_ret_fwd_5d_cs_net,0.03582941622938362
2026-05-07,turnover_aware,precision_at_20_excess,0.6
2026-05-07,turnover_aware,precision_at_50_excess,0.46
2026-05-12,baseline,rank_ic_ret_fwd_3d,0.21175784288306976
2026-05-12,baseline,top20_ret_fwd_3d_gross,-0.020102543295752735
2026-05-12,baseline,top20_ret_fwd_3d_net,-0.021102543295752736
2026-05-12,baseline,top50_ret_fwd_3d_gross,-0.030039177216562324
2026-05-12,baseline,top50_ret_fwd_3d_net,-0.031039177216562325
2026-05-12,baseline,top20_ret_fwd_3d_cs_gross,0.015804637246965507
2026-05-12,baseline,top20_ret_fwd_3d_cs_net,0.014804637246965506
2026-05-12,baseline,top50_ret_fwd_3d_cs_gross,0.005868003326155915
2026-05-12,baseline,top50_ret_fwd_3d_cs_net,0.004868003326155915
2026-05-12,baseline,top20_ret_fwd_5d_gross,0.004989977874362483
2026-05-12,baseline,top20_ret_fwd_5d_net,0.003989977874362483
2026-05-12,baseline,top50_ret_fwd_5d_gross,-0.011466754950936544
2026-05-12,baseline,top50_ret_fwd_5d_net,-0.012466754950936545
2026-05-12,baseline,top20_ret_fwd_5d_cs_gross,0.03735010435852274
2026-05-12,baseline,top20_ret_fwd_5d_cs_net,0.03635010435852274
2026-05-12,baseline,top50_ret_fwd_5d_cs_gross,0.02089337153322371
2026-05-12,baseline,top50_ret_fwd_5d_cs_net,0.019893371533223708
2026-05-12,baseline,precision_at_20_excess,0.5
2026-05-12,baseline,precision_at_50_excess,0.42
2026-05-12,turnover_aware,rank_ic_ret_fwd_3d,0.21175784288306976
2026-05-12,turnover_aware,top20_ret_fwd_3d_gross,-0.019466606478005282
2026-05-12,turnover_aware,top20_ret_fwd_3d_net,-0.020466606478005283
2026-05-12,turnover_aware,top50_ret_fwd_3d_gross,-0.030039177216562324
2026-05-12,turnover_aware,top50_ret_fwd_3d_net,-0.031039177216562325
2026-05-12,turnover_aware,top20_ret_fwd_3d_cs_gross,0.01644057406471296
2026-05-12,turnover_aware,top20_ret_fwd_3d_cs_net,0.01544057406471296
2026-05-12,turnover_aware,top50_ret_fwd_3d_cs_gross,0.005868003326155915
2026-05-12,turnover_aware,top50_ret_fwd_3d_cs_net,0.004868003326155915
2026-05-12,turnover_aware,top20_ret_fwd_5d_gross,0.006290821424226867
2026-05-12,turnover_aware,top20_ret_fwd_5d_net,0.0052908214242268665
2026-05-12,turnover_aware,top50_ret_fwd_5d_gross,-0.011466754950936544
2026-05-12,turnover_aware,top50_ret_fwd_5d_net,-0.012466754950936545
2026-05-12,turnover_aware,top20_ret_fwd_5d_cs_gross,0.03865094790838713
2026-05-12,turnover_aware,top20_ret_fwd_5d_cs_net,0.037650947908387127
2026-05-12,turnover_aware,top50_ret_fwd_5d_cs_gross,0.02089337153322371
2026-05-12,turnover_aware,top50_ret_fwd_5d_cs_net,0.019893371533223708
2026-05-12,turnover_aware,precision_at_20_excess,0.45
2026-05-12,turnover_aware,precision_at_50_excess,0.42
2026-05-15,baseline,rank_ic_ret_fwd_3d,0.29264069264069265
2026-05-15,baseline,top20_ret_fwd_3d_gross,0.03178964334693833
2026-05-15,baseline,top20_ret_fwd_3d_net,0.03078964334693833
2026-05-15,baseline,top50_ret_fwd_3d_gross,0.011927151777574408
2026-05-15,baseline,top50_ret_fwd_3d_net,0.010927151777574407
2026-05-15,baseline,top20_ret_fwd_3d_cs_gross,0.04342557717899843
2026-05-15,baseline,top20_ret_fwd_3d_cs_net,0.042425577178998426
2026-05-15,baseline,top50_ret_fwd_3d_cs_gross,0.02356308560963451
2026-05-15,baseline,top50_ret_fwd_3d_cs_net,0.02256308560963451
2026-05-15,baseline,top20_ret_fwd_5d_gross,0.134810531710283
2026-05-15,baseline,top20_ret_fwd_5d_net,0.133810531710283
2026-05-15,baseline,top50_ret_fwd_5d_gross,0.09157201764160156
2026-05-15,baseline,top50_ret_fwd_5d_net,0.09057201764160155
2026-05-15,baseline,top20_ret_fwd_5d_cs_gross,0.1289415671042992
2026-05-15,baseline,top20_ret_fwd_5d_cs_net,0.1279415671042992
2026-05-15,baseline,top50_ret_fwd_5d_cs_gross,0.08570305303561775
2026-05-15,baseline,top50_ret_fwd_5d_cs_net,0.08470305303561775
2026-05-15,baseline,precision_at_20_excess,0.55
2026-05-15,baseline,precision_at_50_excess,0.4
2026-05-15,turnover_aware,rank_ic_ret_fwd_3d,0.29264069264069265
2026-05-15,turnover_aware,top20_ret_fwd_3d_gross,0.03463882121795368
2026-05-15,turnover_aware,top20_ret_fwd_3d_net,0.03363882121795368
2026-05-15,turnover_aware,top50_ret_fwd_3d_gross,0.011927151777574408
2026-05-15,turnover_aware,top50_ret_fwd_3d_net,0.010927151777574407
2026-05-15,turnover_aware,top20_ret_fwd_3d_cs_gross,0.046274755050013786
2026-05-15,turnover_aware,top20_ret_fwd_3d_cs_net,0.045274755050013785
2026-05-15,turnover_aware,top50_ret_fwd_3d_cs_gross,0.02356308560963451
2026-05-15,turnover_aware,top50_ret_fwd_3d_cs_net,0.02256308560963451
2026-05-15,turnover_aware,top20_ret_fwd_5d_gross,0.14693483149610978
2026-05-15,turnover_aware,top20_ret_fwd_5d_net,0.14593483149610978
2026-05-15,turnover_aware,top50_ret_fwd_5d_gross,0.09157201764160156
2026-05-15,turnover_aware,top50_ret_fwd_5d_net,0.09057201764160155
2026-05-15,turnover_aware,top20_ret_fwd_5d_cs_gross,0.14106586689012593
2026-05-15,turnover_aware,top20_ret_fwd_5d_cs_net,0.14006586689012593
2026-05-15,turnover_aware,top50_ret_fwd_5d_cs_gross,0.08570305303561772
2026-05-15,turnover_aware,top50_ret_fwd_5d_cs_net,0.08470305303561772
2026-05-15,turnover_aware,precision_at_20_excess,0.6
2026-05-15,turnover_aware,precision_at_50_excess,0.4
2026-05-20,baseline,rank_ic_ret_fwd_3d,0.44538619275461383
2026-05-20,baseline,top20_ret_fwd_3d_gross,0.12873972245388293
2026-05-20,baseline,top20_ret_fwd_3d_net,0.12773972245388293
2026-05-20,baseline,top50_ret_fwd_3d_gross,0.09513891336216723
2026-05-20,baseline,top50_ret_fwd_3d_net,0.09413891336216723
2026-05-20,baseline,top20_ret_fwd_3d_cs_gross,0.10791119746610989
2026-05-20,baseline,top20_ret_fwd_3d_cs_net,0.10691119746610989
2026-05-20,baseline,top50_ret_fwd_3d_cs_gross,0.07431038837439422
2026-05-20,baseline,top50_ret_fwd_3d_cs_net,0.07331038837439421
2026-05-20,baseline,top20_ret_fwd_5d_gross,0.1448100772848338
2026-05-20,baseline,top20_ret_fwd_5d_net,0.1438100772848338
2026-05-20,baseline,top50_ret_fwd_5d_gross,0.09707043461779831
2026-05-20,baseline,top50_ret_fwd_5d_net,0.09607043461779831
2026-05-20,baseline,top20_ret_fwd_5d_cs_gross,0.13763401868822095
2026-05-20,baseline,top20_ret_fwd_5d_cs_net,0.13663401868822095
2026-05-20,baseline,top50_ret_fwd_5d_cs_gross,0.08989437602118537
2026-05-20,baseline,top50_ret_fwd_5d_cs_net,0.08889437602118537
2026-05-20,baseline,precision_at_20_excess,0.55
2026-05-20,baseline,precision_at_50_excess,0.4
2026-05-20,turnover_aware,rank_ic_ret_fwd_3d,0.44538619275461383
2026-05-20,turnover_aware,top20_ret_fwd_3d_gross,0.14198669575368333
2026-05-20,turnover_aware,top20_ret_fwd_3d_net,0.14098669575368333
2026-05-20,turnover_aware,top50_ret_fwd_3d_gross,0.09513891336216723
2026-05-20,turnover_aware,top50_ret_fwd_3d_net,0.09413891336216723
2026-05-20,turnover_aware,top20_ret_fwd_3d_cs_gross,0.12115817076591032
2026-05-20,turnover_aware,top20_ret_fwd_3d_cs_net,0.12015817076591032
2026-05-20,turnover_aware,top50_ret_fwd_3d_cs_gross,0.07431038837439422
2026-05-20,turnover_aware,top50_ret_fwd_3d_cs_net,0.07331038837439421
2026-05-20,turnover_aware,top20_ret_fwd_5d_gross,0.15913080946174274
